# Downloaded from http://scsie.uv.es/chipsdna/mRNA%20final%20data.txt
# From Genomic Run-On Evaluates Transcription Rates for All Yeast Genes and Identifies Gene Regulatory Mechanisms, 
# Molecular Cell Volume 15, Issue 2, 23 July 2004, Pages 303–313 José Garci´a-Marti´nez1, 2, Agusti´n Aranda1, 3, José E Pérez-Orti´n
# http://www.sciencedirect.com/science/article/pii/S1097276504003375
#ORF name	Gene name	Biological Process	mRNA t0	SD t0	mRNA t1	SD t1	mRNA t2	SD t2	mRNA t3	SD t3	mRNA t4	SD t4	mRNA t5	SD t5
orf	gene	biological.process	mrna.t0	sd.t0	mrna.t1	sd.t1	mrna.t2	sd.t2	mrna.t3	sd.t3	mrna.t4	sd.t4	mrna.t5	sd.t5
YLR093C	NYV1	vacuolar protein targeting	52.6801	8.0865	38.6572	7.6606	71.4257	8.2255	46.689	8.233	71.6317	7.527	69.7316	7.8637
YLR094C	GIS3	unknown	107.011	6.3137	74.8498	6.1723	59.5414	6.3709	79.668	6.5165	100.8045	5.8724	52.9219	6.0765
YLR095C	IOC2	unknown	85.5704	6.5197	38.0341	6.1976	6.5496	3.5394	10.6403	3.3009	44.8808	5.9952	24.0609	6.3151
YLR096W	KIN2	unknown	69.2175	7.2082	41.422	6.868	26.1945	7.0379	32.4895	7.2359	40.2946	6.6246	31.9754	6.9888
YLR097C	YLR097C	unknown	6.0003	4.1053	2.0062	4.867	6.8201	3.5106	6.9127	3.5256	6.3623	3.4998	9.472	3.3323
YLR098C	CHA4	ser/thr metabolism	83.8486	7.3407	42.7346	6.9866	30.4785	7.2031	35.0119	7.3727	49.973	6.7582	33.3599	7.1022
YLR099C	ICT1	copper ion homeostasis (putative)	82.4608	6.1782	54.7339	5.9865	23.4458	6.0261	26.4409	6.1682	41.6593	5.6782	33.4932	5.9607
YLR100W	ERG27	sterol metabolism	134.7452	6.1897	123.3636	6.132	47.4256	6.193	49.8031	6.2975	98.6518	5.7453	59.7537	5.9496
YLR101C	YLR101C	unknown	243.6652	7.8554	175.1792	7.784	110.5152	7.9711	101.3051	8.0763	143.1624	7.2882	102.0227	7.555
YLR102C	APC9	cell cycle	29.051	5.8197	23.7969	5.4584	26.0704	5.7626	21.4586	5.8126	27.793	5.3541	27.9286	5.6605
YLR103C	CDC45	DNA replication	30.6397	6.2797	19.4023	5.8746	7.4097	3.3108	12.2669	3.1462	20.5896	5.8274	10.4724	3.1906
YLR104W	YLR104W	unknown	176.7128	6.865	145.3468	6.8027	66.7647	6.9113	56.3143	6.9804	82.3134	6.3367	86.1703	6.6076
YLR105C	SEN2	tRNA splicing	16.3845	3.3262	9.3342	3.2392	6.2832	3.4545	9.202	3.2585	16.38	5.9504	12.2064	3.1654
YLR106C	MDN1	ATPase activity	10.0518	3.9759	6.696	3.8627	9.3624	3.5151	8.3607	3.6499	9.5565	3.5059	13.4262	3.4482
YLR107W	REX3	RNA processing	17.9874	7.073	9.3459	3.5008	6.5992	3.701	10.3542	3.4533	20.0764	6.2782	41.3675	6.5276
YLR108C	YLR108C	unknown	47.904	7.1151	24.3328	6.6489	9.9645	3.6274	10.683	3.6703	15.0548	3.4366	9.5796	3.6867
YLR109W	AHP1	oxidative stress response	1113.3589	6.2846	1016.2198	6.2763	319.9278	6.4219	129.0572	6.4905	138.2001	5.8171	161.6915	6.0963
YLR110C	CCW12	unknown	3236.7239	7.1747	2459.4585	7.0894	1433.6151	7.2066	1194.1227	7.4819	2076.4082	6.8389	1066.0809	7.4751
YLR111W	YLR111W	unknown	57.9245	5.7222	35.2143	5.4683	14.8017	5.4862	20.2359	5.6804	33.7597	5.2611	25.7536	5.544
YLR112W	YLR112W	unknown	20.9369	5.9866	15.3099	5.5529	5.4608	3.2762	4.0434	3.482	11.2869	2.8666	6.2258	3.1117
YLR113W	HOG1	signaling, high osmolarity pathway	155.7938	6.51	111.306	6.4193	62.4627	6.5547	59.6635	6.6446	112.8631	6.0459	89.1796	6.2764
YLR114C	EFR4	unknown	36.7356	6.1874	25.2828	5.8135	13.5857	2.9911	18.2338	6.1365	32.8242	5.7128	29.306	6.0303
YLR115W	CFT2	mRNA 3_prime-end processing	292.2573	7.0513	131.6647	6.9462	126.1201	7.1758	126.5317	7.2891	216.2078	6.5783	131.6801	6.812
YLR116W	MSL5	mRNA splicing	181.4322	7.0257	124.0344	6.9302	87.1173	7.1177	75.5356	7.199	111.0551	6.5126	94.2177	6.7681
YLR117C	CLF1	mRNA splicing; cell cycle (putative)	22.8064	6.334	13.6231	3.0013	10.4943	3.0775	14.6066	3.0872	22.1014	5.7566	24.7215	6.0654
YLR118C	YLR118C	unknown	83.5271	6.3377	57.6016	6.1482	56.1714	6.3978	33.6668	6.3834	60.606	5.8608	58.3556	6.1166
YLR119W	SRN2	RNA export, putative	16.2355	4.1207	10.0781	3.989	3.842	5.0095	7.6202	4.1714	11.2071	3.8407	10.7978	3.9091
YLR120C	YPS1	protein processing	118.5943	6.4404	126.2482	6.3861	111.4247	6.5857	67.1556	6.6104	83.2499	5.9668	86.2953	6.22
YLR121C	YPS3	protein processing	51.4	6.3981	51.1625	6.2053	28.3085	6.3209	26.3038	6.4104	37.3676	5.8967	50.8815	6.204
YLR122C	YLR122C	unknown	6.0535	4.5659	6.2219	4.0894	5.0329	4.2513	4.5036	4.2807	4.818	4.0794	3.8616	4.0579
YLR123C	YLR123C	unknown	253.9634	7.8983	172.6617	7.8213	23.0037	7.5423	81.977	8.0742	152.9128	7.3328	42.756	7.5673
YLR124W	YLR124W	unknown	69.5037	6.777	51.8042	6.5423	24.8405	6.6153	34.159	6.829	51.3545	6.2581	39.7044	6.554
YLR125W	YLR125W	unknown	15.014	5.6098	10.5071	2.6255	9.4354	2.6355	11.36	2.6721	17.1838	4.9844	10.6154	2.6905
YLR126C	YLR126C	unknown	10.8347	3.2775	7.2177	3.1497	3.5156	3.7077	5.0488	3.3385	9.9159	2.9268	6.5131	3.1088
YLR127C	APC2	mitosis	22.8553	8.2565	13.4688	3.9702	15.6804	3.8457	18.0425	3.9321	24.9207	7.3714	26.3332	7.7452
YLR128W	YLR128W	unknown	6.9094	4.908	4.4377	4.923	6.9865	4.3252	6.1706	4.4249	10.5634	3.9414	15.5851	3.8588
YLR129W	DIP2	unknown	79.8545	6.3309	54.7266	6.1315	7.6284	3.2983	35.3582	6.3912	67.1829	5.867	48.7931	6.1082
YLR130C	ZRT2	transport	58.3873	6.3739	39.3286	6.0983	19.1556	6.1607	13.2068	3.1707	23.4506	5.8662	18.7021	6.24
YLR131C	ACE2	transcription	60.4787	7.2952	35.3518	6.8971	32.0545	7.2022	29.2999	7.2991	45.353	6.7287	26.89	7.1022
YLR132C	YLR132C	unknown	16.7016	4.4883	10.9331	4.3082	11.7106	4.1629	11.0602	4.2912	15.5538	4.0113	10.0161	4.2858
YLR133W	CKI1	lipid metabolism	96.4246	6.3684	66.5875	6.2038	47.7865	6.3862	46.1868	6.4771	76.7709	5.9036	49.7988	6.1339
YLR134W	PDC5	glycolysis	1211.0349	6.6275	1290.0288	6.6063	198.7741	6.763	335.4074	6.9153	566.0653	6.2355	265.2523	6.5147
YLR135W	SLX4	unknown	28.5672	7.1964	17.4333	6.7776	11.7957	3.5294	12.8383	3.5955	17.2778	6.774	15.737	3.5485
YLR136C	TIS11	unknown	33.1458	7.0151	26.0488	6.5457	21.5924	6.7999	18.4524	6.9282	37.1657	6.4537	18.4768	6.9116
YLR137W	YLR137W	unknown	7.3399	3.2456	6.062	3.0148	4.4521	3.1873	1.9789	3.7949	4.3659	3.0833	4.0461	3.0396
YLR138W	NHA1	transport (putative)	51.1778	5.6636	27.5696	5.3509	23.7815	5.574	22.2124	5.6553	30.4618	5.2047	23.5569	5.4985
YLR139C	SLS1	mitochondrial metabolism	84.2616	9.4286	49.2673	8.9447	43.048	9.3174	36.8891	9.415	59.0296	8.6901	41.3791	9.1499
YLR140W	YLR140W	unknown	57.4392	6.4127	39.5585	6.1369	22.3117	6.2513	27.866	6.4324	39.5468	5.9087	29.982	6.2195
YLR141W	RRN5	transcription	33.2526	4.6961	25.5872	4.477	38.6582	4.7614	23.854	4.7532	22.7708	4.3201	24.2568	4.5642
YLR142W	PUT1	proline utilization	18.3446	3.8403	21.2004	6.7979	101.6556	7.4514	58.9808	7.4554	70.8032	6.7483	33.1362	7.0485
YLR143W	YLR143W	unknown	40.4564	6.8907	26.1233	6.4561	9.7487	3.5128	15.5956	3.4299	25.3253	6.3768	16.2735	3.4274
YLR144C	ACF2	cytoskeleton	74.4022	7.4473	43.1978	7.0963	37.3726	7.3821	28.185	7.4167	46.344	6.8548	39.5016	7.2076
YLR145W	YLR145W	unknown	8.8597	3.2325	5.9908	3.1196	0.8157	5.5023	1.7652	4.0294	4.5456	3.1558	4.3711	3.1005
YLR146C	SPE4	spermine biosynthesis	25.7954	6.6299	21.717	6.1218	2.9365	4.486	8.9749	3.4212	15.2155	3.1304	9.9898	3.3559
YLR147C	SMD3	mRNA splicing	52.8553	6.264	37.0294	5.9854	18.9905	6.063	28.0993	6.2957	44.6812	5.7906	41.4412	6.0694
YLR148W	PEP3	vacuole biogenesis	19.6492	4.0812	11.491	3.959	9.8448	3.9976	11.09	3.9957	16.2692	3.721	14.4687	3.8823
YLR149C	YLR149C	unknown	14.8844	3.8568	12.2931	3.5373	87.1161	7.2616	44.4716	7.2248	39.539	6.5314	44.6647	6.8772
YLR150W	STM1	unknown	669.9449	6.2077	545.5083	6.217	59.5426	6.2105	169.5955	6.4409	387.4769	5.8226	280.6931	6.1294
YLR151C	PCD1	unknown	2.9193	4.3806	2.1473	4.3563	4.3708	3.5887	3.5256	3.7021	7.3297	3.1397	10.4203	3.0526
YLR153C	ACS2	acetyl-CoA biosynthesis	138.4591	6.4	104.2469	6.3071	30.9855	6.2906	47.3848	6.4947	72.6747	5.9098	47.6601	6.1453
YLR154C	YLR154C	unknown	47.0384	6.3352	26.5321	5.945	13.9912	3.0531	17.2292	6.2617	25.6027	5.8294	24.4044	6.1711
YLR155C	ASP3	asparagine utilization	59.7329	6.1456	40.9048	5.8981	45.5551	6.1869	31.2894	6.1986	45.2425	5.6754	28.6227	5.955
YLR156W	YLR156W	unknown	30.0622	6.7759	16.4701	6.4231	10.143	3.3947	11.7798	3.4173	17.2962	6.3835	14.7371	3.3643
YLR159W	YLR159W	unknown	29.4039	6.7836	15.9719	3.2222	8.6863	3.4944	10.5322	3.4611	15.2136	3.2337	12.3359	3.4057
YLR161W	YLR161W	unknown	7.6745	4.0998	6.2736	3.8388	5.7501	3.8514	5.4069	3.877	5.8179	3.7234	4.9091	3.7285
YLR162W	YLR162W	unknown	11.3388	3.904	10.9781	3.4917	9.3043	3.5311	8.1104	3.6802	8.7812	3.5629	6.3894	3.7012
YLR163C	MAS1	protein processing	64.4073	6.4646	61.4706	6.3001	45.3257	6.4937	37.7939	6.5527	64.8833	5.9999	36.0782	6.255
YLR164W	YLR164W	unknown	2.2119	5.2322	3.4629	4.3343	12.6506	3.2231	4.5894	3.9188	3.82	3.9198	4.2365	3.7121
YLR165C	PUS5	unknown	7.9241	4.3564	8.0213	3.8884	7.0855	3.9186	8.7662	3.7886	12.1035	3.5424	25.2764	6.9672
YLR166C	SEC10	secretion	42.7824	7.8419	32.0837	7.3671	18.3917	3.7819	17.6971	3.9028	34.7274	7.2255	27.9781	7.6698
YLR167W	RPS31	protein synthesis	2240.5817	6.0931	1327.0489	6.0751	132.0912	6.2074	383.6759	6.3742	866.9749	5.7703	423.4077	6.1245
YLR168C	MSF1	unknown	9.0543	3.6273	6.1369	3.5118	10.3222	3.099	26.1025	6.2766	38.8693	5.7767	16.4588	6.1689
YLR169W	YLR169W	unknown	51.3529	9.1256	21.41	4.3725	39.3441	9.0362	35.2056	9.15	54.6606	8.445	61.9819	8.88
YLR170C	APS1	secretion	166.8135	5.9984	121.1237	5.9342	60.981	6.0432	54.0504	6.1132	77.259	5.5401	78.206	5.7733
YLR171W	YLR171W	unknown	21.8412	8.507	9.7398	4.3443	14.4517	3.9711	18.3592	4.0187	25.0206	7.541	27.8091	7.9071
YLR172C	DPH5	diphthamide biosynthesis	239.1912	6.1935	170.6537	6.1563	35.6277	6.1099	92.9269	6.3815	134.8113	5.7536	96.11	5.965
YLR173W	YLR173W	unknown	8.3705	3.8524	3.2779	4.2943	8.9917	3.3162	14.89	3.224	14.4188	3.1181	4.9127	3.573
YLR174W	IDP2	TCA cycle	5.3552	3.6017	2.1873	4.0483	10.0029	2.8052	37.1357	5.8268	17.5849	5.3163	3.9901	3.1665
YLR175W	CBF5	mitosis	83.9998	5.7377	50.2172	5.5522	8.9901	2.8409	29.4256	5.7656	69.1722	5.3206	47.1331	5.5289
YLR176C	RFX1	unknown	34.6628	8.6339	22.4992	8.0821	20.526	4.1145	19.6242	4.244	27.6379	7.9455	20.9838	4.2345
YLR177W	YLR177W	unknown	56.9962	6.6386	43.1373	6.3724	58.1402	6.7289	32.5036	6.6946	40.4594	6.1184	46.474	6.431
YLR178C	TFS1	cell cycle	25.6779	6.2489	26.4532	5.8258	264.5511	6.4539	48.6521	6.3701	46.192	5.7458	131.7616	6.0952
YLR179C	YLR179C	unknown	227.4401	5.6234	196.5337	5.6107	54.5969	5.6459	82.1195	5.7893	186.8698	5.2522	83.1412	5.4103
YLR180W	SAM1	methionine metabolism	613.6249	5.8391	339.77	5.8394	54.3521	5.837	39.4307	5.8661	168.7625	5.4265	49.5236	5.5683
YLR181C	YLR181C	unknown	21.4939	6.03	17.743	5.5498	5.2698	3.3425	12.9004	2.9468	18.7009	5.5107	16.099	5.8355
YLR182W	SWI6	cell cycle	38.635	6.8392	28.3912	6.4315	17.333	6.596	20.0954	6.7829	38.1739	6.3209	29.2042	6.6723
YLR183C	TOS4	unknown	38.7757	7.0138	13.0545	3.4708	1.4152	6.157	10.8465	3.61	31.7036	6.4629	19.6644	6.9162
YLR184W	YLR184W	unknown	21.9212	7.4816	14.1427	3.5353	9.7763	3.7011	11.9097	3.6785	15.577	3.4766	12.2204	3.6652
YLR185W	RPL37A	protein synthesis	367.1059	14.7252	205.084	14.4292	24.5521	7.1888	72.4383	14.711	185.0072	13.6051	82.6433	14.1297
YLR186W	EMG1	unknown	82.873	6.5072	53.7456	6.2896	6.8009	3.5006	21.4411	6.4235	42.8423	5.9808	22.6976	6.3127
YLR187W	YLR187W	unknown	44.633	7.3956	31.5973	6.9652	20.4249	7.1484	28.5518	7.4144	39.5037	6.8284	27.7502	7.2262
YLR188W	MDL1	transport	84.7821	6.0908	55.1186	5.9046	37.9556	6.0715	46.9204	6.2115	67.8971	5.6436	49.3318	5.8717
YLR190W	YLR190W	unknown	72.6632	6.8059	44.7509	6.5217	33.46	6.7356	38.427	6.8849	75.4242	6.3223	59.3551	6.5806
YLR191W	PEX13	peroxisomal protein targeting	23.2494	5.9917	12.4717	2.8692	14.5887	5.6973	18.45	5.8687	30.9651	5.4541	15.2157	5.8502
YLR192C	HCR1	unknown	120.4979	5.733	96.214	5.6557	27.7886	5.6365	35.928	5.7865	67.1114	5.2976	52.7161	5.5104
YLR193C	YLR193C	unknown	63.1327	6.9126	51.7589	6.6752	91.4129	7.0788	77.3639	7.1563	92.7617	6.4518	63.3126	6.6969
YLR194C	YLR194C	unknown	56.5775	6.9138	56.9589	6.7127	30.3032	6.8259	23.9489	6.8725	45.1947	6.3837	38.8644	6.7046
YLR195C	NMT1	protein processing	48.543	6.4771	37.1327	6.1875	13.1806	3.1359	17.1819	6.4017	27.3873	5.9546	24.2892	6.3114
YLR196W	PWP1	unknown	61.6018	5.8776	34.3836	5.6003	0.3593	7.5013	13.3564	2.9045	35.0408	5.403	21.3934	5.7082
YLR197W	SIK1	rRNA processing	180.7607	6.8802	50.4614	6.577	4.3945	4.1797	20.7064	6.729	83.6812	6.3512	87.7771	6.6227
YLR198C	YLR198C	unknown	276.1047	14.2308	77.907	13.438	58.8375	13.8963	86.9866	14.3597	123.9146	13.0945	111.1542	13.6775
YLR199C	YLR199C	unknown	27.2717	6.7455	16.4008	6.3586	20.0993	6.4791	21.4265	6.6314	42.3734	6.1785	35.384	6.495
YLR200W	YKE2	cytoskeleton	46.2174	6.2188	31.171	5.8981	11.0292	3.0519	19.7071	6.1638	30.9361	5.7196	32.5081	6.04
YLR201C	YLR201C	unknown	49.0047	7.6598	35.9134	7.2499	44.0138	7.6753	33.9929	7.7204	55.4331	7.1066	56.011	7.4473
YLR202C	YLR202C	unknown	287.0304	13.9437	209.6693	13.7145	236.9313	14.2412	132.607	14.2631	245.923	12.9677	125.4487	13.4029
YLR203C	MSS51	mRNA splicing, COX1 and COB mRNA	191.4637	6.8769	127.399	6.7886	240.9084	7.0643	115.2215	7.1157	190.4322	6.4219	97.937	6.6271
YLR204W	QRI5	unknown	37.929	5.0584	26.0604	4.8045	19.8063	4.9715	21.0845	5.0751	33.503	4.6765	30.7176	4.9091
YLR205C	HMX1	unknown	33.8188	6.0808	18.0283	5.7138	5.593	3.4121	14.9402	3.0174	18.6259	5.6824	15.1016	6.0319
YLR206W	ENT2	endocytosis (putative)	101.3832	7.0182	57.0564	6.7711	91.3648	7.1512	57.2476	7.1678	85.6815	6.5102	78.5206	6.778
YLR207W	HRD3	protein degradation	67.6065	6.5206	42.815	6.2497	33.2971	6.4659	34.2419	6.5803	43.9021	6.008	35.3356	6.3074
YLR208W	SEC13	secretion	105.2573	5.9519	67.5871	5.8078	21.4066	5.7752	37.2128	6.0151	77.8532	5.5172	63.3015	5.7351
YLR209C	PNP1	unknown	30.7732	5.937	27.6684	5.6164	25.6773	5.874	17.5136	5.8825	26.8478	5.4657	21.2914	5.8013
YLR210W	CLB4	cell cycle	40.7752	6.5107	19.8292	6.1069	10.9204	3.2264	11.9192	3.2875	24.9007	6.013	19.8379	6.3957
YLR211C	YLR211C	unknown	8.2032	8.7949	2.8703	10.5139	6.5954	8.4456	6.7842	8.0814	11.1828	7.0757	10.0075	7.0412
YLR212C	TUB4	cytoskeleton	52.4431	6.3469	30.938	6.0028	6.8824	3.4046	12.5959	3.171	27.7909	5.8261	14.1882	3.1536
YLR213C	CRR1	unknown	13.9326	3.0072	9.2314	2.8544	6.0303	3.051	4.7172	3.2212	7.4423	2.9111	5.2835	3.0366
YLR214W	FRE1	iron homeostasis	192.7704	7.0575	115.9318	6.9452	76.6193	7.1237	89.0968	7.2581	133.4597	6.5567	32.2335	6.7768
YLR215C	CDC123	unknown	11.8763	3.5945	8.7035	3.386	3.979	4.0295	6.2848	3.5723	12.1654	3.1624	8.8967	3.3378
YLR216C	CPR6	protein folding (putative)	168.2295	6.8273	118.1686	6.733	57.0244	6.8441	53.2304	6.9332	122.888	6.3428	130.1501	6.6191
YLR217W	YLR217W	unknown	58.5189	9.4205	27.2169	8.8605	18.246	4.5915	21.3751	4.6861	26.9958	8.8426	25.0967	9.3077
YLR218C	YLR218C	unknown	9.3959	2.6994	6.8388	2.542	8.1796	2.4181	4.0939	2.7826	10.4892	2.3548	9.9166	2.4482
YLR219W	MSC3	unknown	87.7458	6.7455	58.4708	6.5319	56.3804	6.7979	46.5332	6.8589	61.1788	6.2332	62.3834	6.5112
YLR220W	CCC1	ion homeostasis, Ca2+ and Mn2+	16.6966	5.5386	14.5348	5.0533	12.6195	2.5795	11.3496	2.6712	18.4182	4.9632	16.7985	5.2509
YLR221C	RSA3	unknown	68.5945	6.1327	34.5312	5.8279	10.5336	3.006	20.1371	6.0605	34.9802	5.6291	27.473	5.9355
YLR222C	YLR222C	unknown	50.4175	6.547	37.0949	6.2485	3.2715	4.3336	20.3694	6.4822	35.8201	6.0296	27.737	6.367
YLR223C	IFH1	rRNA processing	13.475	3.6147	13.3892	3.2188	6.7097	3.6077	13.1959	3.3057	20.4234	6.1559	15.9524	3.2744
YLR224W	YLR224W	unknown	34.401	6.6422	28.8052	6.2562	21.4221	6.4718	21.5014	6.5999	32.5742	6.118	21.3064	6.5102
YLR225C	YLR225C	unknown	47.5878	6.7439	35.4843	6.4174	23.3338	6.5899	18.1397	6.6699	34.4174	6.2093	43.9952	6.5488
YLR226W	BUR2	unknown	12.7152	4.1269	6.6894	4.1965	4.3914	4.6184	9.2951	3.8789	15.9074	3.5339	13.0835	3.7126
YLR227C	YLR227C	unknown	8.5973	4.8063	5.0012	4.8946	2.8241	5.7436	3.1872	5.2538	6.6011	4.3512	4.441	4.4719
YLR228C	ECM22	unknown	53.7577	6.9412	28.6433	6.5052	28.4998	6.8357	15.2314	3.4484	26.7171	6.3916	16.2482	3.4423
YLR229C	CDC42	signaling, filamentous or polarized growth	191.6728	6.0194	129.2516	5.9586	69.0931	6.0786	63.5506	6.1566	135.4202	5.6006	86.574	5.7967
YLR230W	YLR230W	unknown	33.0543	7.8062	23.0987	7.2697	14.7457	3.7796	17.7321	3.8498	20.4144	7.3188	18.263	3.8493
YLR231C	YLR231C	unknown	44.6831	6.0317	38.0318	5.791	18.7091	5.8546	22.4372	6.0223	36.2182	5.5672	44.6289	5.8536
YLR232W	YLR232W	unknown	65.1945	7.1331	54.7002	6.8955	12.0898	3.5112	22.9243	7.0573	48.6591	6.5829	33.5464	6.9162
YLR233C	EST1	telomere length regulation	78.4438	7.6376	44.1553	7.2743	28.3828	7.4606	28.8684	7.6037	41.2145	7.0095	28.7879	7.4142
YLR234W	TOP3	DNA replication	39.8267	5.5217	28.9723	5.2522	12.8839	2.6574	16.1706	5.463	25.201	5.0764	16.3898	5.4193
YLR235C	YLR235C	unknown	16.0195	5.3858	8.7663	2.6135	6.9111	2.6786	6.7407	2.7401	16.8108	4.8363	11.5024	2.593
YLR236C	YLR236C	unknown	135.8379	5.9824	69.0339	5.8296	18.7372	5.7499	20.4622	5.8877	52.082	5.4981	34.1514	5.744
YLR237W	THI7	transport	27.7843	6.5487	14.4767	3.1302	9.7876	3.273	12.5688	3.2645	15.2186	3.1059	16.569	6.4318
YLR238W	YLR238W	unknown	8.5342	4.1902	5.7786	4.09	4.1354	4.4127	4.8403	4.1426	9.6151	3.577	9.2042	3.6281
YLR239C	LIP2	unknown	25.1881	6.6974	22.3326	6.1681	10.9508	3.2721	25.3605	6.6069	28.8067	6.0739	16.1051	3.2715
YLR240W	VPS34	vacuolar protein targeting	26.7541	7.1319	21.2474	6.5867	19.2223	6.7804	16.6199	3.4858	26.8988	6.4833	28.8797	6.8475
YLR241W	YLR241W	unknown	65.3784	6.8404	40.5232	6.5281	41.4202	6.8367	32.7079	6.8835	44.2094	6.3035	33.1548	6.6274
YLR242C	ARV1	unknown	29.5051	8.1682	18.1637	3.8553	11.3028	4.0872	12.3948	4.1249	24.1957	7.4962	19.0807	3.9838
YLR243W	YLR243W	unknown	23.43	7.1054	14.8518	3.3519	4.8035	4.1845	9.7228	3.6074	19.4854	6.5063	20.2713	6.8104
YLR244C	MAP1	protein processing	419.496	7.0928	228.2925	7.0559	38.279	6.9658	59.7316	7.1866	148.9612	6.573	110.7268	6.8187
YLR245C	CDD1	pyrimidine metabolism	63.3149	5.8473	25.6385	5.4802	16.2299	5.6162	17.9943	5.7657	27.7137	5.3517	27.9597	5.6581
YLR246W	ERF2	signaling (putative)	36.5548	6.5417	26.0083	6.1387	24.4352	6.4311	27.862	6.5873	51.7494	6.0837	43.0513	6.3656
YLR247C	YLR247C	unknown	23.7347	7.0968	7.5787	3.8013	7.2328	3.762	12.509	3.4998	18.093	6.5482	20.1928	6.8116
YLR248W	RCK2	unknown	90.517	6.3847	58.4499	6.1914	47.9155	6.4064	42.2788	6.4778	73.0536	5.9174	76.2634	6.1715
YLR249W	YEF3	protein synthesis	426.0111	6.3062	308.4364	6.3042	10.5402	3.0597	110.207	6.5025	175.7348	5.8639	90.2357	6.0513
YLR250W	SSP120	secretion	19.8894	6.1652	14.6917	5.7137	18.0898	5.821	10.9194	3.0284	17.6086	5.6156	16.2584	5.9172
YLR251W	YLR251W	unknown	11.1958	3.6323	8.7217	3.3862	18.3612	6.2436	7.2146	3.486	13.8594	3.1142	18.3782	6.3549
YLR252W	YLR252W	unknown	24.6293	7.6836	24.8684	6.9859	15.5217	3.6185	14.2685	3.7558	25.7834	6.9244	23.7777	7.3235
YLR253W	YLR253W	unknown	242.9495	6.3352	157.1659	6.2844	27.8384	6.1772	56.4853	6.4423	100.2398	5.8584	61.1725	6.0672
YLR254C	YLR254C	unknown	2.5494	5.0703	2.774	4.592	4.7391	3.9602	5.6647	3.7541	7.28	3.5081	12.6076	3.3318
YLR255C	YLR255C	unknown	49.7617	4.4298	35.789	4.2828	67.4689	4.5397	64.1779	4.6044	67.6427	4.1334	35.2165	4.2793
YLR256W	HAP1	transcription	48.69	7.2519	34.1375	6.8614	29.3713	7.1489	44.2665	7.3956	39.6454	6.6899	35.8163	7.0551
YLR257W	YLR257W	unknown	82.3639	5.9855	71.4315	5.8636	60.4894	6.0629	50.9555	6.1237	100.8684	5.5822	117.8489	5.8347
YLR258W	GSY2	glycogen metabolism	52.624	5.9006	41.831	5.6852	202.4043	6.1231	76.0763	6.1318	111.6557	5.5371	186.7569	5.8476
YLR259C	HSP60	protein folding	231.4717	5.4699	211.4879	5.4641	131.7377	5.5889	186.1902	5.7077	245.7028	5.1267	165.4386	5.3471
YLR260W	LCB5	sphingolipid metabolism	24.5147	6.7961	16.3983	6.3557	8.7201	3.4501	11.2208	3.3974	16.1993	6.3544	16.1748	3.3108
YLR261C	YLR261C	unknown	71.7088	6.2514	46.053	6.0181	20.9696	6.0664	23.3733	6.2136	44.5047	5.7597	51.4166	6.0385
YLR262C	YPT6	secretion	17.6274	6.6998	12.1642	3.144	12.1689	3.1144	9.1975	3.3134	16.5193	6.0415	19.9397	6.2629
YLR263W	RED1	meiosis, synapsis	3.9269	5.5345	3.916	5.0774	1.8847	6.3402	2.4766	5.4476	3.844	4.6816	3.8592	4.45
YLR264W	RPS28B	protein synthesis	424.2238	5.6746	175.8402	5.6372	38.2858	5.6174	79.9753	5.8233	162.5293	5.2769	134.5377	5.499
YLR265C	NEJ1	unknown	19.3074	4.0946	13.5031	3.8471	7.0619	4.3219	11.2147	3.9931	24.6054	7.1728	30.2552	7.516
YLR266C	YLR266C	unknown	38.7797	7.177	24.1935	6.7154	21.3946	6.9655	24.5116	7.1536	31.2284	6.6128	23.2868	7.0368
YLR267W	BOP2	unknown	18.8578	4.2635	11.2531	4.1374	32.8561	7.8573	44.6245	8.0957	35.0677	7.3283	10.98	4.1174
YLR268W	SEC22	secretion	181.0971	7.5841	94.9705	7.4084	52.3739	7.5559	48.4434	7.6528	102.5865	7.0174	66.2577	7.2806
YLR269C	YLR269C	unknown	34.6958	7.2907	17.7179	6.9334	10.2824	3.7038	12.1945	3.7041	16.749	3.4819	14.2362	3.6572
YLR270W	YLR270W	unknown	25.9929	7.0166	25.9085	6.46	31.284	6.8455	21.9784	6.8552	39.8179	6.3779	67.608	6.7189
YLR271W	YLR271W	unknown	3.8574	4.3708	2.595	4.4069	4.281	3.839	4.8808	3.6595	7.0825	3.3388	6.9891	3.336
YLR272C	YCS4	mitosis, sister chromatid cohesion	NA	NA	NA	NA	181.5685	7.2713	100.0059	7.3142	136.7827	6.5923	82.1893	6.8188
YLR273C	PIG1	glucose repression	19.8839	4.2801	12.7383	4.0875	19.3327	3.8725	14.236	4.0705	21.6203	7.5815	13.1769	4.0972
YLR274W	CDC46	DNA replication	98.5153	7.0441	61.8445	6.8201	34.2461	6.9498	39.3659	7.1046	59.6735	6.4971	35.4351	6.7961
YLR275W	SMD2	mRNA splicing	40.2732	8.4064	24.6316	7.8779	13.7721	4.1673	16.1024	4.2157	27.0534	7.8046	21.715	8.2946
YLR276C	DBP9	unknown	45.5747	7.0915	31.0329	6.684	3.3224	4.7984	19.6778	7.0222	29.7068	6.5332	19.4964	6.9931
