# S. cerevisiae transcriptome, from Holstege et al., Cell 95:717-728, 1998.
#
# orf: the open reading frame
# expr: the expression level
# hl: half life
# tfreq: transcriptional frequency
orf	expr	hl	tfreq
YDL102W	0.9	17	1.8
YBR088C	5.8	13	16.6
YJR043C	0.6	12	2
YCR014C	0.4	55	0.3
YEL055C	0.8	9	3.4
YMR129W	0.7	13	2
YNL221C	1.6	15	3.8
YNR052C	2.1	17	4.5
YNL282W	0.6	11	2
YBR257W	1	15	2.4
YBR167C	0.6	16	1.3
YNL055C	13.8	16	31.7
YIL114C	1.1	11	3.8
YPL188W	0.6	33	0.6
YIL160C	0.1	33	0.1
YGL205W	NA	NA	NA
YHR026W	22.3	19	43.9
YMR267W	0.6	11	2.1
YNR032W	0.3	17	0.8
YDL134C	1.3	31	1.5
YDL188C	1.8	17	3.8
YDR075W	0.6	13	1.7
YLR014C	0.3	21	0.5
YBR276C	1.5	15	3.6
YGR123C	1	10	3.6
YPL148C	0.4	24	0.7
YHR201C	1.5	13	4.3
YML016C	0.6	NA	NA
YDR436W	0.3	18	0.6
YEL060C	1.5	25	2.2
YMR297W	7.7	17	16.8
YCL057W	0.9	NA	NA
YER012W	6.2	19	12.3
YOR362C	5.8	24	8.9
YPR103W	9.8	19	18.6
YJL001W	4.5	16	10.7
YFR050C	4.2	17	8.7
YMR314W	4	19	8.1
YOL038W	7	17	15.3
YBL041W	4	25	5.9
YML092C	5.3	22	8.9
YGR135W	8.3	18	16.9
YIR008C	0.7	13	1.8
YKL045W	0.7	13	2.1
YIL095W	0.3	21	0.5
YDR300C	1.6	14	4.1
YOR323C	1.8	12	5.5
YER023W	2.1	25	3.2
YDL043C	0.6	17	1.1
YKR086W	0.3	14	0.9
YGR006W	0.2	43	0.2
YLL036C	1	14	2.6
YNR011C	0.6	15	1.3
YJL203W	0.3	15	0.8
YER013W	0.3	16	0.7
YMR268C	0.4	13	1.2
YDR243C	0.4	18	1
YGR091W	0.2	10	0.8
YGR075C	0.3	15	0.9
YML046W	0.9	13	2.4
YPR178W	0.7	20	1.2
YKL012W	1.2	21	2.3
YDR235W	0.6	13	1.6
YGL120C	2.9	11	10.1
YBR237W	0.6	25	0.7
YBR055C	0.4	11	1.6
YHR165C	1.2	38	1.2
YDL030W	0.4	NA	NA
YKL181W	8	13	22.5
YER099C	1.1	14	2.8
YHL011C	2.5	13	7
YBL068W	2.8	14	7.4
YOL061W	5.9	14	16.3
YOR361C	5.1	16	11.7
YJL079C	1.9	12	5.8
YKR013W	3.4	11	11
YJL078C	0.9	9	3.8
YDL055C	15.2	10	55.8
YNL169C	0.9	13	2.6
YGR170W	0.3	37	0.3
YMR137C	0.1	29	0.2
YML017W	0.2	NA	NA
YNL118C	1	30	1.2
YAL043C	0.3	22	0.6
YDL006W	0.8	16	1.7
YER089C	0.8	13	2.1
YBL056W	1.8	22	3.1
YKL198C	0.3	14	0.8
YJR059W	0.6	NA	NA
YKL039W	1.3	33	1.5
YDL230W	1.1	19	2.3
YOR208W	0.8	37	0.8
YER075C	0.2	16	0.6
YKR093W	1.9	13	5.3
YFR029W	0.2	12	0.8
YNL016W	2	13	6.1
YOR157C	3.5	32	4
YGR253C	3.7	21	6.7
YER094C	12.9	21	22.3
YHR216W	0.8	32	0.9
YPL212C	1.7	15	4.1
YGL063W	0.2	NA	NA
YNL292W	1	11	3.4
YLR142W	0.2	35	0.2
YHR037W	1.7	18	3.5
YKL015W	0.4	12	1.3
YOR348C	NA	17	NA
YLR196W	3.1	12	10
YCR055C	1.6	15	3.9
YPL147W	NA	26	NA
YKL188C	NA	16	NA
YGL062W	1.1	19	2.2
YBR218C	2.4	13	6.7
YAL038W	50.4	18	101.3
YOR347C	0.3	12	1
YHR001W	2.6	28	3.3
YPR191W	1.8	26	2.6
YFR033C	5.4	12	17.3
YDR529C	6.1	26	8.7
YJL166W	5.6	21	10
YGR183C	5.7	25	8.4
YDL103C	1.5	16	3.3
YDL105W	0.3	14	0.8
YLR204W	1	24	1.6
YDL104C	0.2	9	1
YPL022W	0.6	17	1.2
YML095C	0.1	23	0.2
YMR201C	0.4	NA	NA
YBR114W	0.2	22	0.4
YOR368W	0.2	18	0.5
YCR066W	0.3	27	0.5
YGR258C	0.7	13	2
YEL037C	1.9	13	5.3
YER173W	0.3	21	0.7
YJR035W	0.3	33	0.3
YKL113C	1.3	10	4.7
YDR030C	0.3	14	0.9
YER171W	0.4	39	0.4
YDR419W	0.2	12	0.7
YER162C	0.3	20	0.6
YLR032W	0.3	17	0.8
YNL250W	0.2	21	0.3
YER095W	1.8	13	5
YML032C	0.6	19	1.1
YGL163C	0.2	18	0.5
YDR076W	0.2	18	0.4
YDR004W	0.3	13	0.9
YDL059C	0.3	18	0.6
YGL058W	2	30	2.4
YJR052W	0.4	NA	NA
YDR217C	0.2	NA	NA
YDL090C	0.3	12	1
YKL019W	1	12	3
YNL216W	0.9	12	2.9
YOR101W	1	10	3.8
YNL098C	3.5	13	9.8
YOR048C	1	14	2.7
YCR036W	0.8	90	0.3
YOR265W	2.7	11	9.3
YMR089C	2.6	15	6.6
YMR274C	1	11	3.5
YGL158W	0.1	16	0.2
YLR248W	2.8	35	2.9
YGL071W	0.8	30	1
YBR073W	2.2	21	4.1
YDL135C	2.1	16	4.9
YBR049C	1.6	18	3.2
YLR329W	0.1	NA	NA
YHR157W	0.1	NA	NA
YMR133W	NA	41	NA
YLR263W	0.3	25	0.5
YDR195W	0.6	39	0.5
YDR028C	1.1	28	1.5
YBR050C	0.6	20	0.9
YCL001W	0.9	18	1.8
YOR207C	2.4	18	4.9
YFR051C	2.4	19	4.6
YPL010W	6.3	16	14.5
YOR346W	0.8	10	2.7
YPL167C	0.4	18	0.8
YIL139C	0.1	7	0.9
YAR007C	0.9	15	2.3
YNL312W	3	19	5.9
YJL173C	3.3	12	10.3
YOR217W	1.1	14	3.1
YJR068W	1.6	11	5.1
YNL290W	0.8	16	1.9
YOL094C	1.1	11	3.5
YBR087W	1.8	19	3.6
YBL020W	1	13	3
YLR176C	0.2	NA	NA
YOR127W	0.7	32	0.7
YDR379W	0.3	23	0.6
YMR182C	NA	NA	NA
YDR137W	0.4	16	1
YLR071C	0.6	19	1
YKL038W	0.7	21	1.1
YDL138W	0.3	14	1.1
YLR383W	0.4	15	1.1
YBL082C	0.6	13	1.5
YPR165W	9	19	18.1
YNL090W	1.3	16	3
YIL118W	2	13	5.9
YKR055W	0.6	15	1.5
YBL033C	1.6	16	3.5
YOL066C	0.3	18	0.7
YDR487C	2.5	13	7.1
YOL143C	3.6	13	9.9
YBR256C	3.1	33	3.5
YBR153W	1	17	2.1
YLR039C	0.7	16	1.4
YBR275C	0.2	NA	NA
YLR453C	0.1	26	0.2
YCR029C	5.3	18.5	10.8
YHL027W	1.1	16	2.5
YMR154C	0.2	22	0.4
YFL033C	0.4	39	0.4
YBR192W	1	14	2.6
YMR063W	NA	NA	NA
YOR119C	1	11	3.5
YEL024W	1.8	15	4.4
YOR191W	0.4	13	1.3
YMR283C	0.3	15	0.9
YOR095C	3.6	6	21.6
YPR018W	0.3	NA	NA
YPL089C	0.9	19	1.8
YNL002C	1.9	10	7.1
YNL139C	NA	18	NA
YGR044C	2.1	11	7.1
YEL050C	1.5	14	4
YDR257C	0.8	13	2.3
YMR235C	2.8	15	7
YMR302C	1.2	21	2.1
YMR061W	1.1	19	2.1
YGL044C	1	18	2.2
YMR234W	0.2	14	0.7
YNL072W	0.6	21	0.9
YGR276C	1.2	15	3
YLL046C	NA	18	NA
YER070W	1.5	8	7.2
YJL026W	4.2	10	15.4
YIL066C	1.2	18	2.5
YGR180C	8.9	21	15.8
YMR239C	1.3	9	5.4
YOR018W	0.4	26	0.6
YGL171W	1.6	9	6.6
YGR070W	0.2	26	0.4
YLR371W	0.7	18	1.5
YBR229C	0.7	22	1.1
YPR065W	0.9	27	1.2
YBL093C	1.7	14	4.4
YJR063W	1.8	8	8.6
YPR010C	5.6	9	23.3
YDR156W	2.4	13	6.7
YOR341W	2	11	7
YJL148W	5.3	11	17.4
YOR340C	2.4	11	8.1
YNL248C	3.9	10	14.4
YOR210W	9.8	16	22.8
YOL005C	1.9	17	4.1
YOR151C	3.9	26	5.7
YIL021W	3.3	18	6.7
YJL140W	1.3	17	3
YBR154C	4.9	13	14.4
YPR187W	5.9	13	17.4
YDR404C	3.1	17	6.6
YOR224C	8	11	27.4
YGL070C	3.3	20	6.1
YHR143W	6.5	16	15.3
YNL113W	5.5	12	16.7
YKL144C	1.5	12	4.6
YNL151C	3.4	10	12.7
YNR003C	1	7	5.4
YPR110C	5.7	12	17.8
YDL150W	0.8	10	2.9
YPR190C	0.8	13	2.2
YNL330C	1.1	17	2.5
YJL121C	2.6	21	4.5
YIL119C	0.3	15	0.8
YLR075W	55.5	17	120.6
YPR102C	34.5	13	95
YGR085C	52	12.5	152.3
YEL054C	18.6	12	57.4
YDR418W	23.1	11	74.9
YDL082W	25.9	12	82.6
YMR142C	19.4	12	59.7
YKL006W	34.1	12	106.2
YHL001W	34.8	14	91.5
YLR029C	24.1	13	70.9
YMR121C	1.6	23	2.6
YIL133C	27.4	8	119.3
YNL069C	27.1	13	75.5
YKL180W	33.2	11	109.7
YJL177W	23.7	12	72
YOL120C	31.5	13	91.3
YNL301C	21.2	13	60.7
YBR084C	25.1	14	64.4
YBL027W	23.6	14.5	60.5
YPL220W	44.8	16	106.9
YGL135W	61.7	16	138.9
YMR242C	15.4	12	49
YOR312C	25.8	13	73.7
YBR191W	64.7	12	202.4
YPL079W	85.7	16	201.6
YLR061W	39	14	102.1
YBL087C	54.2	14	147
YER117W	50.3	14	133.6
YGL031C	50.1	11	175.3
YGR148C	55.8	13	163.7
YOL127W	28.4	13	78.5
YLR344W	9.4	11	31.2
YGR034W	44.8	14	122.1
YHR010W	50.1	15	122.9
YDR471W	22.1	10	79.9
YGL103W	50.3	15	126.3
YIL018W	54.9	12	164.4
YOR063W	36.7	14	97.4
YGL030W	36.7	15	89.9
YDL075W	45.4	16	104.4
YLR406C	24	11.3	80.1
YBL092W	37	13	108.5
YPL143W	45.5	15	115.6
YOR234C	36.5	12.5	107.8
YER056C	17.2	11	59
YIL052C	34.4	14	93.8
YDL191W	41.2	14	113.1
YDL136W	32.1	14	82.6
YMR194W	14	14	37.6
YLR185W	32.1	14	85.2
YDR500C	41.9	18	87.6
YLR325C	30.1	20	56.9
YJL189W	46	14	122.9
YIL148W	30.2	13.5	82.1
YKR094C	21.7	11.5	69
YNL162W	32.1	12	96.2
YHR141C	24.4	13	67.2
YPR043W	42.3	17	92.9
YJR094W	41.4	13	122.1
YBR031W	44.6	15	113.2
YDR012W	24.7	14.8	61.8
YPL131W	37	12	115.4
YML073C	19.3	13	53.9
YLR448W	25	12	77.4
YGL076C	26.7	14	70.6
YPL198W	14.3	16.5	34.3
YHL033C	20	15	49.6
YLL045C	23.5	13	66
YGL147C	34.5	11	115.8
YNL067W	14.6	13	42.1
YML091C	0.8	33	0.8
YHR027C	4.6	27	6.4
YHR200W	3.6	19	7.1
YFR004W	6.2	17	13.5
YFR052W	1.8	25	2.6
YIL075C	3.7	25	5.5
YER021W	3	25	4.6
YDL020C	1.3	NA	NA
YDL147W	4.6	28	6
YDL097C	2.8	20	5.1
YPR108W	4	20	7.4
YOR261C	2.9	24	4.4
YDR427W	5.3	28	7.1
YDL140C	2.9	24	4.5
YOR116C	1.8	12	5.3
YFL036W	0.8	30	1
YLR340W	24.6	16	57.6
YHR062C	0.8	9	2.9
YDL081C	34.2	15	82
YDL130W	40.8	12.5	120
YOL039W	49.4	12	152.1
YDR382W	51.2	16	121.5
YGR214W	17.1	11.5	55.3
YLR048W	16.6	11	57.8
YOR293W	40.2	12	124
YMR230W	17.5	13	50.1
YDR025W	23.5	12.3	71.3
YBR048W	15	16	38.3
YOR369C	35.6	14	94.5
YDR064W	28.2	12	83.7
YCR031C	33.5	18	68.6
YJL191W	7.9	20	14.7
YOL040C	30.6	12	97.2
YMR143W	15.8	11	52.2
YDL083C	31.2	11	109.5
YML024W	36.4	12	110.7
YDR447C	34.5	15	86.2
YDR450W	33.7	13	95.4
YML026C	29.3	9	114.8
YOL121C	45.6	13	128.2
YNL302C	42.9	13	121.4
YLR441C	31	12.5	93.2
YML063W	11.2	11	37.2
YGL123W	50.1	12	148.6
YHL015W	42.9	15	104.1
YKR057W	63	15	152.9
YJL136C	54.1	13	156.6
YJL190C	39.1	12	124.1
YLR367W	13.6	28.8	17.2
YGR118W	52.9	11.5	173.7
YPR132W	42.2	13	118.1
YER074W	24.5	14	64.7
YIL069C	23.1	14	63.4
YGR027C	14.4	17	30.7
YLR333C	20.9	12	63.9
YGL189C	76.1	14	208.4
YER131W	8.4	8	36.6
YKL156W	26.6	14	71
YHR021C	65.6	13	192.4
YOR167C	32.8	15.5	77.6
YLR264W	24	14	61.5
YLR388W	38.2	14	104.1
YDL061C	23.4	15	58.2
YNL178W	52.7	14	144.4
YLR287C	54.2	17	116.6
YOR182C	51.2	16	119.4
YLR167W	52.5	15	126.6
YJR145C	25.5	12	81.2
YHR203C	45.9	12	140.7
YJR123W	37.4	10	142.9
YPL090C	27.2	12	80.9
YBR181C	33.8	14	87.2
YOR096W	26.7	11.5	83.8
YNL096C	14.4	10.5	51.4
YBL072C	53.7	12	160
YER102W	47.3	11	162.7
YPL081W	4.5	14	12.1
YBR189W	25.7	12	76.2
YKL145W	8.2	17	17.6
YDL007W	7.1	19	13.7
YDR394W	1.2	26	1.8
YOR259C	5.5	18	11.3
YOR117W	2.8	23	4.6
YGL048C	4.4	18	9.1
YIL153W	0.2	NA	NA
YPL152W	0.2	48	0.2
YBL025W	0.7	17	1.6
YML043C	0.9	16	2.1
YKL125W	1.7	17	3.6
YLR141W	NA	NA	NA
YBL014C	0.6	16	1.3
YJL025W	0.4	13	1.2
YMR270C	1.6	12	4.5
YDR087C	2.1	10	7.5
YHR065C	2.2	20	4.2
YHR069C	1.8	16	4.3
YGR195W	2.4	16	5.6
YDL111C	2.6	19	4.8
YCR035C	2.5	20	4.6
YMR229C	2.6	11	8.5
YOR001W	1.5	12	4.5
YCL031C	2.5	29	3.1
YGR056W	0.2	NA	NA
YLR357W	0.8	19	1.6
YKR008W	0.6	17	1.3
YCR052W	0.6	21	1
YFR037C	1.3	17	2.8
YML049C	0.6	19	1
YER125W	1.3	17	2.9
YGR152C	1	12	3.1
YGR213C	NA	29	NA
YGL244W	1.5	23	2.3
YOL067C	0.2	16	0.5
YGL252C	1.3	18	2.8
YBL103C	0.2	NA	NA
YOR014W	0.8	21	1.4
YOR077W	0.2	14	0.7
YDR139C	5.7	14.5	14.2
YOR216C	0.4	26	0.7
YCR009C	3.5	26	5.1
YDR388W	4.5	18	9.2
YKL212W	1.9	22	3.1
YDR484W	0.2	25	0.3
YDR159W	0.6	16	1.3
YDR129C	3.5	21	6.1
YDR389W	1	15	2.5
YGL175C	0.1	14	0.2
YHR079C	NA	21	NA
YJR004C	0.3	19	0.6
YER043C	11.3	14	29.4
YPL179W	1.5	19	2.8
YLR180W	7.2	10	26.6
YDR502C	2.1	15	5.3
YDR143C	0.7	32	0.7
YER047C	0.1	16	0.3
YFR040W	0.6	33	0.6
YMR159C	0.1	15	0.3
YJL098W	0.9	12	2.8
YKR028W	1	21	1.8
YGL229C	0.3	23	0.6
YPL218W	5.8	14	15.1
YDL153C	7.1	10	26
YMR127C	0.4	34	0.5
YBL052C	0.7	12	2.2
YDR181C	0.3	NA	NA
YOR213C	0.8	16	1.8
YBR070C	1	13	2.8
YCR008W	1.1	15	2.7
YKL117W	11.1	22	18.4
YDR351W	0.6	36	0.6
YHR103W	1.3	17	2.8
YER087C	6.3	14	16.2
YER019C	9.2	13	26.8
YHL034C	9.5	15	23.1
YDR180W	0.7	14	1.7
YCR069W	1.1	33	1.3
YLL017W	NA	NA	NA
YOR329C	0.9	16	2
YPR129W	1	17	2.2
YHR205W	1	15	2.4
YMR214W	1.1	19	2.3
YGL011C	3.1	21	5.5
YOL020W	1.7	13	5
YGR049W	0.6	12	1.7
YBR037C	0.4	NA	NA
YBR024W	0.7	19	1.2
YOR367W	0.7	18	1.4
YJL080C	4.7	11	15.4
YER120W	3.5	15	8.6
YGL126W	2.4	9	9.2
YMR272C	2.2	10	8.5
YBL011W	1	14	2.6
YGL083W	0.3	NA	NA
YKL148C	0.6	22	1
YLL041C	1.1	71	0.6
YKL141W	1.3	52	1
YDR178W	1.9	24	3
YIL167W	0.1	18	0.2
YKL193C	0.7	26	0.9
YIL084C	0.2	21	0.4
YDR164C	0.3	17	0.7
YLR166C	0.6	16	1.4
YIR022W	2.9	13	8.7
YNR026C	0.8	12	2.2
YLR208W	5.3	18	10.6
YMR079W	2.7	14	7.3
YGL233W	0.8	21	1.4
YPL085W	0.8	19	1.5
YBL050W	1.7	32	2
YBR080C	1	20	1.9
YNL272C	0.6	16	1.3
YDR498C	1	13	2.8
YNL287W	2.2	22	3.7
YLR268W	1.3	19	2.6
YPR181C	2.2	17	4.9
YIL109C	3.6	19	6.9
YDR238C	3.1	19	6
YGL137W	2.6	19	5
YIL076W	4.9	17	10.9
YER008C	0.4	32	0.6
YDL195W	2.5	20	4.6
YFL005W	4.4	19	8.7
YDR166C	0.4	34	0.5
YFL045C	9.4	13	27.5
YMR013C	0.4	14	1.1
YIL068C	0.7	13	1.8
YLR378C	3.4	24	5.3
YPL094C	3.6	13	10.1
YOR254C	4.6	13	13
YML105C	3.1	12	9.4
YBR171W	3	14	7.9
YDR170C	1.6	14	4.3
YLR292C	1.9	17	4.2
YPR055W	0.6	40	0.5
YGR009C	1.3	17	2.9
YDR077W	28.3	38	27.6
YCR067C	1.1	38	1.1
YLR026C	0.4	14	1.2
YBL066C	0.2	18	0.4
YGL100W	0.9	15	2.2
YLR430W	0.7	42	0.6
YMR059W	0.6	16	1.3
YLR105C	0.7	13	1.9
YAR008W	1.5	10	5.1
YPL083C	0.3	12	0.9
YAL067C	0.1	NA	NA
YOR184W	4.2	13	12.1
YGR208W	2.2	21	4.1
YDR023W	9.1	13	26.7
YHR119W	0.7	15	1.6
YDL168W	2.9	30	3.6
YLR321C	0.4	11	1.6
YLL003W	0.4	15	1
YOR140W	NA	16	NA
YLR403W	1.1	13	3.1
YKL006C	0.6	13	1.7
YBL102W	2.6	17	5.6
YIL099W	0.1	21	0.2
YLR336C	1	12	3.1
YPR198W	0.6	20	1.1
YMR190C	NA	25	NA
YPR161C	0.3	16	0.9
YPL026C	1.3	17	2.9
YER096W	0.1	NA	NA
YBL031W	0.1	17	0.3
YGL228W	1	22	1.7
YKL130C	0.7	13	1.8
YBR130C	0.7	26	1
YOR035C	0.3	NA	NA
YDR393W	0.3	13	1
YBR263W	2.9	17	6.6
YLR058C	14.9	12	46
YER118C	1.5	11	4.8
YBL058W	2.8	23	4.6
YDL212W	7.9	15	19.1
YOL110W	0.8	12	2.6
YGR112W	0.2	16	0.4
YLR079W	1.9	17	4.2
YNL263C	2.4	19	4.6
YER068W	0.4	15	1.1
YIL123W	5.8	14	15.9
YOL004W	1.3	13	3.9
YNL236W	0.6	18	1.2
YDR422C	0.4	17	1
YMR175W	NA	33	NA
YGL208W	0.3	14	0.8
YNL257C	0.6	16	1.2
YJL089W	NA	34	NA
YKR101W	0.2	25	0.4
YDL042C	0.9	13	2.5
YLR442C	0.6	23	1
YDR227W	0.3	18	0.6
YNL007C	9.1	19	18.2
YKR072C	0.9	16	2.1
YDL047W	1.6	17	3.3
YNL032W	2.1	15	5.3
YLR398C	0.9	24	1.4
YPR189W	0.4	14	1
YGL213C	1.1	14	3
YOL113W	0.4	NA	NA
YGR143W	1.5	NA	NA
YHR206W	1.1	15	2.7
YNL167C	0.4	24	0.7
YDR328C	5.8	27	8
YBL061C	1.5	23	2.3
YMR216C	0.4	NA	NA
YBL007C	2.9	22	5
YNL243W	2	17	4.4
YDL052C	1.9	18	4.1
YDR515W	0.2	22	0.3
YOR008C	1.7	22	2.9
YOR195W	0.2	24	0.3
YIL147C	0.8	19	1.5
YLR139C	0.2	12	0.8
YHR030C	1.2	19	2.4
YDR088C	0.4	13	1.4
YDR189W	0.9	17	1.9
YOR307C	0.7	33	0.7
YNL196C	NA	NA	NA
YER029C	1.3	11	4.5
YFL008W	0.4	20	0.8
YFR031C	1	19	1.9
YJL074C	0.4	11	1.7
YLR086W	0.3	18	0.6
YGR074W	1.3	17	3
YLR275W	1.2	21	2.3
YLR147C	1.5	14	4
YOR159C	1.8	13	5.2
YOL122C	1.3	18	2.7
YHR050W	0.7	18	1.5
YPR054W	NA	27	NA
YNR015W	1.3	12	4.1
YBR182C	NA	NA	NA
YMR165C	0.2	18	0.5
YOR149C	0.4	13	1.4
YDR510W	5.4	17	11.8
YIL031W	0.6	22	0.9
YPR182W	0.9	13	2.5
YKL079W	0.3	NA	NA
YBR172C	1.1	20	2.1
YAL030W	1.6	24	2.3
YOR327C	4.4	14	12.1
YDR477W	1.3	18	2.7
YDR073W	0.4	19	0.9
YOR290C	0.6	24	0.8
YDL194W	0.2	15	0.7
YGL115W	2	18	4.1
YBR289W	0.2	25	0.3
YHL025W	1.3	13	3.8
YLR025W	1.7	39	1.6
YPL002C	1	20	1.8
YGR197C	0.7	NA	NA
YPR032W	0.3	18	0.7
YBL106C	0.3	23	0.5
YIL016W	0.6	11	2.1
YDR478W	0.8	12	2.3
YMR095C	NA	NA	NA
YNL334C	0.2	11	0.9
YFL060C	0.2	9	1
YIL061C	0.2	10	0.9
YFL018WA	1.3	14	3.6
YBL026W	2	15.5	4.9
YDR011W	6.3	24	9.5
YPR101W	0.9	75	0.4
YDR240C	0.2	NA	NA
YGR013W	0.3	NA	NA
YMR096W	0.3	28	0.5
YNL333W	0.3	10	1.3
YFL059W	0.4	10	1.6
YJR104C	14.7	14	38.8
YHR008C	2.4	24	3.7
YLL011W	1.6	11	5.6
YGL127C	0.9	14	2.2
YDR006C	1.2	17	2.6
YMR016C	0.3	10	1.1
YNR034W	0.6	23	1
YCR073W	1.7	34	1.9
YHR163W	1.8	15	4.3
YGR248W	0.2	30	0.3
YEL059C	0.8	12	2.4
YJR159W	0.7	13	1.8
YLL021W	0.8	11	2.7
YFL002C	1.7	12	5.2
YJL124C	1.8	14	5
YJR010C	0.7	15	1.6
YML055W	1.6	11	5.1
YLR066W	1.6	18	3.3
YKL042W	0.2	32	0.3
YHR172W	0.2	20	0.5
YNL126W	0.3	20	0.6
YKL184W	1.2	21	2.2
YOL052C	1	13	2.9
YPR069C	3.6	15	9.1
YEL031W	4.4	20	8.2
YLR313C	0.3	25	0.5
YAL047C	0.2	12	0.7
YPL153C	0.2	31	0.3
YHR136C	2	12	6.1
YNL012W	0.1	NA	NA
YHL022C	NA	NA	NA
YHR152W	2.4	17	5.1
YHR014W	NA	14	NA
YKR031C	0.4	22	0.7
YHR153C	NA	NA	NA
YAL009W	0.6	12	1.9
YOR148C	0.8	15	1.8
YDR464W	1.2	16	2.7
YOR190W	NA	14	NA
YDR218C	NA	NA	NA
YGR059W	NA	14	NA
YER115C	1	14	2.7
YDR523C	NA	NA	NA
YHR139C	0.1	20	0.3
YNL204C	0.1	16	0.4
YNL202W	0.6	13	1.6
YDR522C	NA	NA	NA
YOR313C	0.2	21	0.4
YJL127C	0.6	15	1.3
YPL175W	0.2	23	0.4
YER148W	7.1	16	16.5
YGL207W	2	44	1.7
YER161C	0.6	17	1.3
YOL148C	0.8	16	1.9
YMR179W	0.3	15	1
YKL020C	0.3	21	0.7
YDR392W	0.7	15	1.5
YGR063C	3.8	15	9.2
YML010W	1.3	16	3.1
YGR116W	0.6	17	1.3
YBR081C	0.3	20	0.5
YLR055C	0.4	26	0.6
YIR012W	4.2	13	11.5
YIL033C	1.5	17	3.3
YHR041C	1.1	10	4.3
YER022W	2	14	5.5
YGR104C	0.3	16	0.7
YBR253W	1.1	17	2.4
YDR308C	1.2	17	2.6
YCR080W	NA	35	NA
YDR443C	0.2	NA	NA
YCR018C	0.3	32	0.3
YPL021W	NA	17	NA
YGL097W	2.4	12	7.5
YLR119W	0.4	19	0.9
YIL140W	0.4	13	1.4
YCL037C	0.7	15	1.7
YNL189W	2.6	16	5.9
YDR292C	2	16	4.5
YDL092W	2.4	18	5
YKL122C	3	12	9.5
YKR092C	1.8	11	6.3
YPR088C	2.5	14	6.8
YPL243W	2.4	13	6.6
YPL210C	1.2	16	3
YNL138W	4.4	25	6.7
YAL005C	13.4	18	27.4
YLL024C	20.1	14	53.4
YBL075C	0.2	NA	NA
YER103W	0.8	NA	NA
YDL229W	44.3	11	152.9
YNL209W	14.8	13	41
YJR045C	4.3	19	8.4
YDR293C	0.8	18	1.7
YPL106C	8	18	15.9
YBR169C	0.4	NA	NA
YHR066W	1.7	9	6.9
YDR312W	1.5	12	4.4
YBR283C	5.1	19	9.7
YKL124W	0.2	39	0.2
YLR006C	0.3	34	0.3
YNR031C	0.8	20	1.5
YCR073C	0.4	30	0.5
YLR005W	1.3	16	3.2
YIL143C	1.2	NA	NA
YIL030C	1.6	18	3.2
YDR043C	0.1	64	0.1
YBR066C	1	16	2.3
YPL042C	0.4	14	1.3
YBR112C	0.8	11	2.7
YNL025C	0.1	25	0.2
YPL232W	1.5	19	2.8
YMR183C	1.2	19	2.4
YHR184W	0.1	17	0.3
YLR250W	1.5	29	1.9
YDR086C	11.5	19	22.1
YLR452C	0.9	14	2.4
YPL092W	1.2	12	3.6
YNL222W	0.6	18	1.2
YDR160W	0.4	23	0.7
YJL156C	0.4	13	1.2
YNL309W	NA	14	NA
YMR053C	0.2	37	0.3
YDR169C	0.3	18	0.7
YMR019W	0.7	17	1.4
YHR178W	0.3	14	0.8
YKL072W	0.3	10	1.3
YOR047C	1.8	17	3.9
YLR362W	0.4	26	0.6
YHR084W	0.7	12	2
YOR219C	0.4	25	0.6
YDR410C	1.6	11	5.4
YJR086W	1	19	2
YFL026W	6.7	6	42.7
YHL007C	0.7	23	1.1
YLR389C	0.8	19	1.6
YJR117W	2	27	2.8
YKL178C	0.1	NA	NA
YOR212W	4	10	14.7
YDR103W	0.3	27	0.5
YCL032W	0.4	23	0.7
YKL209C	3	10	11.6
YDL159W	0.3	26	0.5
YGR008C	5.8	29	7.6
YIL126W	0.8	11	2.7
YOR027W	3.6	24	5.5
YDR536W	NA	NA	NA
YDR082W	0.2	35	0.2
YDR463W	0.7	21	1.2
YHR006W	0.2	NA	NA
YCL008C	0.3	24	0.5
YLR375W	1.8	11	5.9
YDL048C	1.2	9	5.2
YIR011C	1.8	20	3.2
YGL022W	1.7	22	3
YLR305C	0.7	13	1.9
YBL034C	0.6	21	0.9
YLR045C	0.3	18	0.6
YMR054W	1.9	21	3.5
YGL169W	0.6	14	1.3
YPR086W	2.4	20	4.5
YDL084W	7.1	19	13.7
YIL162C	0.4	19	0.9
YNL244C	12.5	13	36.7
YJR007W	3.7	13	10.3
YPL237W	5.8	21	10.4
YBR294W	NA	NA	NA
YLR092W	0.2	16	0.5
YDR310C	0.6	9	2.5
YNL066W	3.3	8	14.6
YDR172W	7.7	17	16.4
YBR143C	6.1	12	18.7
YPL057C	0.7	14	1.8
YDR297W	3.6	10	13.6
YLR372W	12.6	12	37.9
YML052W	4	13	11
YGL162W	0.6	15	1.3
YPL029W	0.2	10	1.1
YPL032C	1.6	16	3.6
YPL163C	3.5	11	11.9
YJL187C	0.4	10	1.7
YAR042W	0.4	23	0.7
YPL016W	0.4	18	0.9
YJL176C	0.4	16	1.1
YER111C	0.4	13	1.2
YDR146C	0.8	17	1.7
YLR182W	0.4	21	0.8
YMR149W	3.1	15	7.5
YNR023W	0.4	13	1.3
YDR395W	1.6	13	4.6
YDR416W	0.4	15	1.2
YGR129W	0.2	14	0.7
YIL047C	2.7	14	7
