# From http://arep.med.harvard.edu/mrnadata/expression.html
# Finding DNA Regulatory Motifs within Unaligned Non-Coding Sequences Clustered by Whole-Genome mRNA Quantitation, Roth, F.R., Hughes, J. D., Estep, P. E. & G.M. Church, Nature Biotechnology 1998   
orf	expr.a	expr.alpha	low.sig.a	low.sig.alpha
YGL178W	0.07	0.07	TRUE	TRUE
YGL179C	0.1	0.08	FALSE	TRUE
YGL184C	0.07	0.07	TRUE	TRUE
YGL186C	0.13	0.12	FALSE	FALSE
YGL187C	0.88	0.81	FALSE	FALSE
YGL188C	0.08	0.07	TRUE	TRUE
YGL191W	0.19	0.36	FALSE	FALSE
YGL193C	0.33	0.17	FALSE	FALSE
YGL195W	0.09	0.07	FALSE	TRUE
YGL197W	0.07	0.07	TRUE	TRUE
YGL203C	0.07	0.07	TRUE	TRUE
YGL206C	0.17	0.17	FALSE	FALSE
YGL207W	0.07	0.08	TRUE	FALSE
YGL208W	0.07	0.07	TRUE	TRUE
YGL209W	0.21	0.25	FALSE	FALSE
YGL210W	0.07	0.07	TRUE	TRUE
YGL213C	0.11	0.07	FALSE	TRUE
YGL215W	0.09	0.09	FALSE	FALSE
YGL216W	0.07	0.07	TRUE	TRUE
YGL219C	0.07	0.07	TRUE	TRUE
YGL220W	1.03	0.85	FALSE	FALSE
YGL223C	0.07	0.07	TRUE	TRUE
YGL225W	1.24	1.22	FALSE	FALSE
YGL231C	0.15	0.18	FALSE	FALSE
YGL234W	0.09	0.09	FALSE	FALSE
YGL236C	0.07	0.07	TRUE	TRUE
YGL238W	0.07	0.07	TRUE	TRUE
YGL242C	0.08	0.07	FALSE	TRUE
YGL244W	0.07	0.07	TRUE	TRUE
YGL247W	0.07	0.07	TRUE	TRUE
YGL252C	0.07	0.07	TRUE	TRUE
YGL253W	1.57	2.17	FALSE	FALSE
YGR001C	0.07	0.07	TRUE	TRUE
YGR004W	0.07	0.07	TRUE	TRUE
YGR007W	0.15	0.15	FALSE	FALSE
YGR009C	0.07	0.07	TRUE	TRUE
YGR010W	0.07	0.07	TRUE	TRUE
YGR011W	0.07	0.07	TRUE	TRUE
YGR014W	0.12	0.07	FALSE	TRUE
YGR015C	0.09	0.07	FALSE	TRUE
YGR017W	0.07	0.07	TRUE	TRUE
YGR020C	0.52	0.47	FALSE	FALSE
YGR021W	0.07	0.07	TRUE	TRUE
YGR023W	0.07	0.07	TRUE	TRUE
YGR028W	0.07	0.07	TRUE	TRUE
YGR031W	0.07	0.07	TRUE	TRUE
YGR032W	0.22	0.25	FALSE	FALSE
YGR033C	0.09	0.07	FALSE	TRUE
YGR036C	0.08	0.07	TRUE	TRUE
YGR041W	0.07	0.07	TRUE	TRUE
YGR043C	0.07	0.07	TRUE	TRUE
YGR049W	0.1	0.09	FALSE	FALSE
YGR054W	0.08	0.08	TRUE	TRUE
YGR055W	0.43	0.49	FALSE	FALSE
YGR063C	0.65	0.57	FALSE	FALSE
YGR065C	0.07	0.07	TRUE	TRUE
YGR069W	0.07	0.07	TRUE	TRUE
YGR073C	0.11	0.07	FALSE	TRUE
YGR074W	0.1	0.08	FALSE	FALSE
YGR075C	0.07	0.07	TRUE	TRUE
YGR076C	0.07	0.08	TRUE	TRUE
YGR078C	0.07	0.07	TRUE	TRUE
YGR079W	0.07	0.07	TRUE	TRUE
YGR080W	0.07	0.07	TRUE	TRUE
YGR083C	0.07	0.07	TRUE	TRUE
YGR084C	0.07	0.08	TRUE	FALSE
YGR086C	0.22	0.3	FALSE	FALSE
YGR088W	0.11	0.08	FALSE	FALSE
YGR090W	0.07	0.07	TRUE	TRUE
YGR094W	0.19	0.19	FALSE	FALSE
YGR095C	0.2	0.16	FALSE	FALSE
YGR097W	0.08	0.1	TRUE	FALSE
YGR102C	0.09	0.09	FALSE	FALSE
YGR105W	0.09	0.1	FALSE	FALSE
YGR108W	0.11	0.12	FALSE	FALSE
YGR110W	0.07	0.07	TRUE	TRUE
YGR111W	0.07	0.07	TRUE	TRUE
YGR121C	0.07	0.08	TRUE	FALSE
YGR125W	0.07	0.07	TRUE	TRUE
YGR126W	0.07	0.07	TRUE	TRUE
YGR127W	0.13	0.09	FALSE	TRUE
YGR132C	0.08	0.12	TRUE	FALSE
YGR133W	0.08	0.07	FALSE	TRUE
YGR136W	0.12	0.07	FALSE	TRUE
YGR141W	0.07	0.07	TRUE	TRUE
YGR146C	0.16	0.11	FALSE	TRUE
YGR147C	0.07	0.1	TRUE	FALSE
YGR148C	1.23	1.66	FALSE	FALSE
YGR162W	0.09	0.08	FALSE	FALSE
YGR163W	0.07	0.07	TRUE	TRUE
YGR165W	0.07	0.07	TRUE	TRUE
YGR167W	0.13	0.15	FALSE	FALSE
YGR169C	0.08	0.07	FALSE	TRUE
YGR173W	0.07	0.07	TRUE	TRUE
YGR174C	0.07	0.07	TRUE	TRUE
YGR180C	0.9	1.29	FALSE	FALSE
YGR182C	0.4	0.27	FALSE	FALSE
YGR184C	0.07	0.07	TRUE	TRUE
YGR189C	0.62	0.47	FALSE	FALSE
YGR191W	0.24	0.29	FALSE	FALSE
YGR193C	0.09	0.07	FALSE	TRUE
YGR195W	0.13	0.16	FALSE	FALSE
YGR197C	0.1	0.07	FALSE	TRUE
YGR199W	0.07	0.07	FALSE	TRUE
YGR200C	0.07	0.07	TRUE	TRUE
YGR201C	0.07	0.07	TRUE	FALSE
YGR203W	0.13	0.07	FALSE	FALSE
YGR206W	0.07	0.07	TRUE	TRUE
YGR207C	0.08	0.07	TRUE	TRUE
YGR209C	2.07	1.93	FALSE	FALSE
YGR215W	0.07	0.07	TRUE	TRUE
YGR216C	0.07	0.07	TRUE	TRUE
YGR217W	0.08	0.07	FALSE	TRUE
YGR218W	0.07	0.07	TRUE	TRUE
YGR220C	0.12	0.12	FALSE	FALSE
YGR222W	0.07	0.07	TRUE	TRUE
YGR224W	0.07	0.07	TRUE	TRUE
YGR227W	0.09	0.08	FALSE	TRUE
YGR229C	0.09	0.07	TRUE	TRUE
YGR231C	0.17	0.14	FALSE	FALSE
YGR235C	0.07	0.16	FALSE	FALSE
YGR240C	0.67	0.56	FALSE	FALSE
YGR241C	0.1	0.07	FALSE	TRUE
YGR243W	0.07	0.07	TRUE	TRUE
YGR244C	0.17	0.11	FALSE	TRUE
YGR246C	0.07	0.08	TRUE	TRUE
YGR250C	0.07	0.07	FALSE	TRUE
YGR252W	0.07	0.07	TRUE	TRUE
YGR254W	7.04	5.36	FALSE	FALSE
YGR255C	0.23	0.21	FALSE	FALSE
YGR256W	0.08	0.08	TRUE	TRUE
YGR257C	0.1	0.08	FALSE	TRUE
YGR258C	0.07	0.07	TRUE	TRUE
YGR260W	0.3	0.26	FALSE	FALSE
YGR263C	0.12	0.22	FALSE	FALSE
YGR264C	0.07	0.08	TRUE	FALSE
YGR267C	0.14	0.11	FALSE	FALSE
YGR270W	0.07	0.07	TRUE	TRUE
YGR277C	0.09	0.08	FALSE	TRUE
YGR279C	3.4	2.96	FALSE	FALSE
YGR281W	0.08	0.07	TRUE	TRUE
YGR286C	0.07	0.08	TRUE	FALSE
YGR294W	0.24	0.15	FALSE	FALSE
YHL002W	0.07	0.08	FALSE	FALSE
YHL003C	0.14	0.15	FALSE	FALSE
YHL004W	0.07	0.12	TRUE	FALSE
YHL006C	0.07	0.07	TRUE	TRUE
YHL017W	0.15	0.18	FALSE	FALSE
YHL019C	0.07	0.07	FALSE	TRUE
YHL020C	0.2	0.26	FALSE	FALSE
YHL024W	0.07	0.07	TRUE	TRUE
YHL026C	0.08	0.11	FALSE	FALSE
YHL027W	0.09	0.07	FALSE	TRUE
YHL028W	0.09	0.1	FALSE	FALSE
YHL029C	0.07	0.07	TRUE	TRUE
YHL031C	0.07	0.07	TRUE	TRUE
YHL032C	0.07	0.07	TRUE	TRUE
YHL035C	0.07	0.07	TRUE	TRUE
YHL039W	0.07	0.11	TRUE	FALSE
YHL040C	0.09	0.07	TRUE	TRUE
YHL044W	0.07	0.07	TRUE	TRUE
YHL046C	0.1	0.1	TRUE	FALSE
YHL048W	0.24	0.38	FALSE	FALSE
YHL049C	0.16	0.21	FALSE	FALSE
YHL050C	0.23	0.15	FALSE	FALSE
YHR001W	0.08	0.08	FALSE	TRUE
YHR003C	0.07	0.08	TRUE	TRUE
YHR004C	0.07	0.07	TRUE	TRUE
YHR005C	0.07	0.08	TRUE	TRUE
YHR012W	0.07	0.07	TRUE	TRUE
YHR016C	0.07	0.07	TRUE	TRUE
YHR017W	0.07	0.07	TRUE	TRUE
YHR019C	0.35	0.39	FALSE	FALSE
YHR020W	0.24	0.19	FALSE	FALSE
YHR022C	0.07	0.07	TRUE	TRUE
YHR024C	0.08	0.11	FALSE	FALSE
YHR028C	0.09	0.19	FALSE	FALSE
YHR030C	0.07	0.07	TRUE	TRUE
YHR032W	0.16	0.15	FALSE	FALSE
YHR034C	0.07	0.07	TRUE	TRUE
YHR039C	0.2	0.18	FALSE	FALSE
YHR042W	0.33	0.5	FALSE	FALSE
YHR045W	0.13	0.11	FALSE	FALSE
YHR046C	0.07	0.07	FALSE	TRUE
YHR050W	0.18	0.19	FALSE	FALSE
YHR051W	0.56	0.66	FALSE	FALSE
YHR052W	0.07	0.07	TRUE	TRUE
YHR054C	0.07	0.07	TRUE	TRUE
YHR056C	0.08	0.07	FALSE	TRUE
YHR063C	0.18	0.17	FALSE	FALSE
YHR065C	0.07	0.07	TRUE	TRUE
YHR067W	0.07	0.07	TRUE	TRUE
YHR068W	0.23	0.32	FALSE	FALSE
YHR069C	0.07	0.07	TRUE	FALSE
YHR070W	0.09	0.14	FALSE	FALSE
YHR071W	0.07	0.07	TRUE	TRUE
YHR072W	0.07	0.09	TRUE	FALSE
YHR074W	0.11	0.15	FALSE	FALSE
YHR078W	0.13	0.1	FALSE	FALSE
YHR082C	0.07	0.07	TRUE	TRUE
YHR084W	0.07	0.07	TRUE	TRUE
YHR086W	0.19	0.25	FALSE	FALSE
YHR091C	0.08	0.07	FALSE	TRUE
YHR096C	0.07	0.07	TRUE	TRUE
YHR098C	0.1	0.11	FALSE	FALSE
YHR100C	0.07	0.07	TRUE	TRUE
YHR106W	0.13	0.11	FALSE	FALSE
YHR107C	0.12	0.11	FALSE	FALSE
YHR108W	0.07	0.1	TRUE	FALSE
YHR110W	0.2	0.14	FALSE	FALSE
YHR112C	0.14	0.1	FALSE	FALSE
YHR114W	0.07	0.07	FALSE	TRUE
YHR115C	0.1	0.11	FALSE	FALSE
YHR116W	0.07	0.08	FALSE	TRUE
YHR123W	0.14	0.14	FALSE	FALSE
YHR135C	0.11	0.09	FALSE	FALSE
YHR139C	0.07	0.07	TRUE	TRUE
YHR140W	0.07	0.07	TRUE	TRUE
YHR145C	0.1	0.07	FALSE	TRUE
YHR146W	0.07	0.07	TRUE	TRUE
YHR147C	0.11	0.14	FALSE	FALSE
YHR161C	0.09	0.08	TRUE	TRUE
YHR163W	0.47	0.59	FALSE	FALSE
YHR171W	0.09	0.07	FALSE	TRUE
YHR176W	0.12	0.07	FALSE	TRUE
YHR179W	0.78	0.66	FALSE	FALSE
YHR180W	0.07	0.07	TRUE	TRUE
YHR187W	0.09	0.07	FALSE	FALSE
YHR191C	0.07	0.09	TRUE	FALSE
YHR192W	0.07	0.07	TRUE	TRUE
YHR194W	0.07	0.1	TRUE	FALSE
YHR195W	0.07	0.07	TRUE	TRUE
YHR198C	0.11	0.07	FALSE	TRUE
YHR201C	0.07	0.07	TRUE	TRUE
YHR202W	0.07	0.07	TRUE	TRUE
YHR205W	0.13	0.07	FALSE	TRUE
YHR206W	0.07	0.08	TRUE	FALSE
YHR215W	0.07	0.07	TRUE	TRUE
YHR219W	0.35	0.47	FALSE	FALSE
YIL001W	0.07	0.07	TRUE	TRUE
YIL007C	0.07	0.07	TRUE	TRUE
YIL009W	0.07	0.07	TRUE	TRUE
YIL010W	0.08	0.09	FALSE	FALSE
YIL011W	0.64	0.49	FALSE	FALSE
YIL014W	0.07	0.07	TRUE	TRUE
YIL015C-A	0.07	0.08	TRUE	FALSE
YIL020C	0.07	0.11	TRUE	FALSE
YIL021W	0.12	0.11	FALSE	FALSE
YIL022W	0.07	0.09	TRUE	FALSE
YIL027C	0.07	0.08	TRUE	FALSE
YIL030C	0.14	0.12	FALSE	FALSE
YIL036W	0.07	0.07	TRUE	TRUE
YIL038C	0.09	0.07	FALSE	TRUE
YIL039W	0.13	0.25	FALSE	FALSE
YIL040W	0.31	0.38	FALSE	FALSE
YIL043C	2.69	2.41	FALSE	FALSE
YIL044C	0.07	0.07	TRUE	TRUE
YIL045W	0.09	0.07	FALSE	TRUE
YIL046W	0.09	0.08	FALSE	FALSE
YIL047C	0.14	0.19	FALSE	FALSE
YIL048W	0.17	0.15	FALSE	FALSE
YIL049W	0.12	0.13	FALSE	FALSE
YIL050W	0.1	0.1	FALSE	FALSE
YIL056W	0.07	0.07	TRUE	TRUE
YIL059C	0.07	0.12	TRUE	FALSE
YIL065C	0.08	0.08	TRUE	FALSE
YIL066C	0.07	0.14	TRUE	FALSE
YIL067C	0.07	0.07	TRUE	TRUE
YIL070C	0.27	0.23	FALSE	FALSE
YIL074C	0.12	0.12	FALSE	FALSE
YIL085C	0.07	0.07	TRUE	TRUE
YIL088C	0.26	0.16	FALSE	FALSE
YIL090W	0.11	0.1	FALSE	FALSE
YIL093C	0.07	0.07	TRUE	TRUE
YIL098C	0.07	0.07	TRUE	TRUE
YIL099W	0.09	0.07	TRUE	TRUE
YIL101C	0.12	0.08	FALSE	TRUE
YIL104C	0.07	0.07	TRUE	TRUE
YIL106W	0.11	0.13	FALSE	FALSE
YIL108W	0.1	0.12	FALSE	FALSE
YIL113W	0.07	0.07	TRUE	TRUE
YIL114C	0.16	0.15	FALSE	FALSE
YIL115C	0.08	0.07	TRUE	TRUE
YIL116W	0.08	0.07	FALSE	FALSE
YIL117C	0.07	0.07	TRUE	TRUE
YIL118W	0.08	0.07	FALSE	TRUE
YIL119C	0.07	0.08	TRUE	FALSE
YIL124W	0.69	0.69	FALSE	FALSE
YIL129C	0.12	0.13	FALSE	FALSE
YIL131C	0.07	0.1	TRUE	FALSE
YIL134W	0.07	0.07	TRUE	TRUE
YIL135C	0.13	0.18	FALSE	FALSE
YIL137C	0.07	0.07	TRUE	TRUE
YIL140W	0.09	0.1	FALSE	FALSE
YIL142W	0.11	0.19	FALSE	FALSE
YIL145C	0.21	0.23	FALSE	FALSE
YIL152W	0.11	0.07	FALSE	TRUE
YIL155C	0.07	0.07	TRUE	TRUE
YIL156W	0.07	0.07	TRUE	TRUE
YIL160C	0.08	0.07	FALSE	TRUE
YIL162W	0.08	0.09	FALSE	FALSE
YIL164C	0.07	0.07	TRUE	TRUE
YIL165C	0.1	0.07	FALSE	TRUE
YIL169C	0.07	0.07	TRUE	TRUE
YIL170W	0.08	0.07	FALSE	TRUE
YIL176C	0.28	0.24	FALSE	FALSE
YIL177C	0.1	0.09	FALSE	FALSE
YIR003W	0.07	0.12	TRUE	FALSE
YIR006C	0.14	0.17	FALSE	FALSE
YIR007W	0.07	0.07	TRUE	TRUE
YIR013C	0.08	0.07	FALSE	TRUE
YIR018W	0.09	0.07	FALSE	TRUE
YIR019C	0.07	0.07	TRUE	TRUE
YIR021W	0.13	0.14	FALSE	FALSE
YIR024C	0.07	0.07	TRUE	TRUE
YIR026C	0.08	0.12	TRUE	FALSE
YIR028W	0.07	0.07	TRUE	TRUE
YIR041W	0.11	0.13	TRUE	FALSE
YIR043C	0.09	0.07	TRUE	TRUE
YJL008C	0.09	0.12	FALSE	FALSE
YJL011C	0.09	0.07	FALSE	TRUE
YJL012C	0.14	0.2	FALSE	FALSE
YJL015C	0.07	0.07	TRUE	TRUE
YJL016W	0.12	0.11	FALSE	FALSE
YJL017W	0.09	0.07	FALSE	TRUE
YJL020C	0.09	0.07	FALSE	TRUE
YJL021C	0.07	0.07	TRUE	TRUE
YJL026W	0.39	0.88	FALSE	FALSE
YJL027C	0.11	0.07	FALSE	TRUE
YJL030W	0.07	0.07	TRUE	TRUE
YJL032W	0.07	0.07	TRUE	TRUE
YJL041W	0.07	0.07	TRUE	TRUE
YJL042W	0.09	0.14	FALSE	FALSE
YJL044C	0.09	0.07	FALSE	TRUE
YJL045W	0.07	0.07	TRUE	TRUE
YJL063C	0.25	0.2	FALSE	FALSE
YJL066C	0.09	0.09	TRUE	FALSE
YJL078C	0.08	0.07	FALSE	TRUE
YJL080C	0.27	0.2	FALSE	FALSE
YJL082W	0.12	0.07	FALSE	TRUE
YJL083W	0.12	0.07	FALSE	TRUE
YJL091C	0.35	0.11	TRUE	FALSE
YJL111W	0.35	0.1	TRUE	FALSE
YJL116C	0.35	0.1	TRUE	FALSE
YJL117W	0.35	0.17	TRUE	FALSE
YJL124C	0.35	0.12	TRUE	FALSE
YJL133W	0.35	0.1	TRUE	FALSE
YJL134W	0.35	0.21	TRUE	FALSE
YJL152W	0.35	0.11	TRUE	FALSE
YJL157C	0.36	0.16	TRUE	FALSE
YJL166W	0.37	0.35	TRUE	FALSE
YJL171C	0.55	0.19	FALSE	FALSE
YJL173C	0.43	0.16	FALSE	FALSE
YJL174W	0.5	0.42	TRUE	FALSE
YJL178C	0.35	0.17	TRUE	FALSE
YJL192C	0.37	0.3	FALSE	FALSE
YJL199C	0.35	0.11	TRUE	FALSE
YJL206C-A	0.35	0.39	TRUE	FALSE
YJL217W	0.35	0.3	TRUE	FALSE
YJR007W	0.35	0.17	TRUE	FALSE
YJR008W	0.35	0.1	TRUE	FALSE
YJR010C-A	0.35	0.21	TRUE	FALSE
YJR014W	0.35	0.14	TRUE	FALSE
YJR016C	0.52	0.34	FALSE	FALSE
YJR017C	0.4	0.28	FALSE	FALSE
YJR019C	0.35	0.21	TRUE	FALSE
YJR026W	0.35	0.09	TRUE	TRUE
YJR027W	0.35	0.21	TRUE	FALSE
YJR028W	0.35	0.11	TRUE	FALSE
YJR029W	0.35	0.18	TRUE	FALSE
YJR048W	0.35	0.27	TRUE	FALSE
YJR058C	0.45	0.4	TRUE	FALSE
YJR059W	0.35	0.09	TRUE	FALSE
YJR063W	0.35	0.32	TRUE	FALSE
YJR064W	0.35	0.25	TRUE	FALSE
YJR069C	0.35	0.21	TRUE	FALSE
YJR074W	0.35	0.23	TRUE	FALSE
YJR075W	0.35	0.14	TRUE	FALSE
YJR076C	0.35	0.14	TRUE	FALSE
YJR080C	0.35	0.1	TRUE	FALSE
YJR084W	0.35	0.11	TRUE	FALSE
YJR096W	0.35	0.09	TRUE	TRUE
YJR101W	0.35	0.31	TRUE	FALSE
YJR105W	1.17	0.98	FALSE	FALSE
YJR113C	0.35	0.27	TRUE	FALSE
YJR116W	0.35	0.28	TRUE	FALSE
YJR117W	0.35	0.1	TRUE	FALSE
YJR118C	0.35	0.17	TRUE	FALSE
YJR125C	0.35	0.12	TRUE	FALSE
YJR126C	0.35	0.15	TRUE	FALSE
YJR127C	0.35	0.14	TRUE	FALSE
YJR143C	0.49	0.35	FALSE	FALSE
YJR148W	0.35	0.09	TRUE	FALSE
YJR161C	0.35	0.23	TRUE	FALSE
YKL001C	0.35	0.11	TRUE	FALSE
YKL002W	0.35	0.19	TRUE	FALSE
YKL003C	0.35	0.17	TRUE	FALSE
YKL004W	0.72	0.42	FALSE	FALSE
YKL007W	0.35	0.13	TRUE	FALSE
YKL008C	0.35	0.31	TRUE	FALSE
YKL009W	0.35	0.17	TRUE	FALSE
YKL010C	0.35	0.09	TRUE	TRUE
YKL018W	0.35	0.14	TRUE	FALSE
YKL019W	0.35	0.1	TRUE	FALSE
YKL028W	0.35	0.11	TRUE	FALSE
YKL029C	0.35	0.12	TRUE	FALSE
YKL034W	0.35	0.14	TRUE	FALSE
YKL043W	0.53	0.09	FALSE	TRUE
YKL046C	0.35	0.32	TRUE	FALSE
YKL051W	0.35	0.11	TRUE	FALSE
YKL053W	0.35	0.09	TRUE	FALSE
YKL054C	0.35	0.21	TRUE	FALSE
YKL058W	0.35	0.29	TRUE	FALSE
YKL062W	0.35	0.19	TRUE	FALSE
YKL084W	0.35	0.19	TRUE	FALSE
YKL086W	0.35	0.12	TRUE	FALSE
YKL087C	0.35	0.2	TRUE	FALSE
YKL091C	0.35	0.1	TRUE	FALSE
YKL094W	0.35	0.21	TRUE	FALSE
YKL100C	0.35	0.12	TRUE	FALSE
YKL120W	0.35	0.14	TRUE	FALSE
YKL122C	0.35	0.11	TRUE	FALSE
YKL126W	0.45	0.24	FALSE	FALSE
YKL140W	0.35	0.16	TRUE	FALSE
YKL142W	0.37	0.2	TRUE	FALSE
YKL144C	0.35	0.09	TRUE	FALSE
YKL148C	0.51	0.15	FALSE	FALSE
YKL150W	0.62	0.43	FALSE	FALSE
YKL151C	0.35	0.16	TRUE	FALSE
YKL152C	8.38	7.69	FALSE	FALSE
YKL160W	0.35	0.17	TRUE	FALSE
YKL163W	1.28	0.88	FALSE	FALSE
YKL165C	0.35	0.17	FALSE	FALSE
YKL167C	0.35	0.14	TRUE	FALSE
YKL172W	0.35	0.11	TRUE	FALSE
YKL174C	0.35	0.16	TRUE	FALSE
YKL175W	0.65	1.27	FALSE	FALSE
YKL185W	0.35	0.3	TRUE	FALSE
YKL186C	0.35	0.16	TRUE	FALSE
YKL190W	0.35	0.25	TRUE	FALSE
YKL191W	0.35	0.34	TRUE	FALSE
YKL207W	0.35	0.56	TRUE	FALSE
YKL210W	0.35	0.22	TRUE	FALSE
YKL211C	0.35	0.35	TRUE	FALSE
YKL212W	0.35	0.2	TRUE	FALSE
YKL213C	0.35	0.12	TRUE	FALSE
YKL216W	0.35	0.21	TRUE	FALSE
YKR004C	0.35	0.13	TRUE	FALSE
YKR006C	0.35	0.16	TRUE	FALSE
YKR025W	0.35	0.13	TRUE	FALSE
YKR026C	0.35	0.15	TRUE	FALSE
YKR030W	0.35	0.19	TRUE	FALSE
YKR038C	0.35	0.1	TRUE	FALSE
YKR039W	0.49	0.2	TRUE	FALSE
YKR043C	0.36	0.65	FALSE	FALSE
YKR046C	0.35	0.16	TRUE	FALSE
YKR049C	0.35	0.2	TRUE	FALSE
YKR056W	0.35	0.09	TRUE	FALSE
YKR062W	0.35	0.1	TRUE	FALSE
YKR067W	0.35	0.1	TRUE	TRUE
YKR070W	0.35	0.15	TRUE	FALSE
YKR074W	0.35	0.36	TRUE	FALSE
YKR076W	0.35	0.11	TRUE	FALSE
YKR080W	0.35	0.15	TRUE	FALSE
YKR088C	0.35	0.15	TRUE	FALSE
YKR093W	0.35	0.33	TRUE	FALSE
YKR100C	0.35	0.1	TRUE	FALSE
YLL009C	0.35	0.12	TRUE	FALSE
YLL010C	0.35	0.1	TRUE	FALSE
YLL018C	0.36	0.81	TRUE	FALSE
YLL020C	0.35	0.34	TRUE	FALSE
YLL022C	0.35	0.1	TRUE	FALSE
YLL023C	1.04	0.93	FALSE	FALSE
YLL025W	0.35	0.27	TRUE	FALSE
YLL026W	0.47	0.25	FALSE	FALSE
YLL043W	0.35	0.19	TRUE	FALSE
YLL044W	0.35	0.12	TRUE	FALSE
YLL048C	0.35	0.16	TRUE	FALSE
YLL049W	0.35	0.1	TRUE	FALSE
YLL051C	0.35	0.09	TRUE	TRUE
YLL053C	0.35	0.25	TRUE	FALSE
YLL056C	0.35	0.09	TRUE	TRUE
YLL058W	0.35	0.15	TRUE	FALSE
YLL064C	0.37	0.33	TRUE	FALSE
YLL066C	0.35	0.16	TRUE	FALSE
YLL067C	0.35	0.19	TRUE	FALSE
YLR001C	0.35	0.09	TRUE	TRUE
YLR005W	0.35	0.14	TRUE	FALSE
YLR008C	0.35	0.2	TRUE	FALSE
YLR018C	0.35	0.15	TRUE	FALSE
YLR019W	0.35	0.14	TRUE	FALSE
YLR023C	0.35	0.13	TRUE	FALSE
YLR025W	0.35	0.09	TRUE	TRUE
YLR034C	0.53	0.6	FALSE	FALSE
YLR042C	0.35	0.1	TRUE	FALSE
YLR050C	0.4	0.32	FALSE	FALSE
YLR059C	0.35	0.19	TRUE	FALSE
YLR064W	0.35	0.21	TRUE	FALSE
YLR066W	0.35	0.13	TRUE	FALSE
YLR069C	0.35	0.12	TRUE	FALSE
YLR073C	0.35	0.22	TRUE	FALSE
YLR074C	0.35	0.16	TRUE	FALSE
YLR076C	0.5	0.19	FALSE	FALSE
YLR078C	0.35	0.11	TRUE	FALSE
YLR079W	0.35	0.21	TRUE	FALSE
YLR081W	0.35	0.09	TRUE	TRUE
YLR088W	0.35	0.12	TRUE	FALSE
YLR089C	0.35	0.15	TRUE	FALSE
YLR093C	0.35	0.11	TRUE	FALSE
YLR095C	0.35	0.16	TRUE	FALSE
YLR100W	0.35	0.27	TRUE	FALSE
YLR104W	0.35	0.18	TRUE	FALSE
YLR112W	0.35	0.11	TRUE	FALSE
YLR121C	0.35	0.1	TRUE	TRUE
YLR129W	0.35	0.13	TRUE	FALSE
YLR132C	0.35	0.16	TRUE	FALSE
YLR133W	0.35	0.12	TRUE	FALSE
YLR134W	0.35	0.14	TRUE	FALSE
YLR146C	0.35	0.22	TRUE	FALSE
YLR154C	0.35	0.14	TRUE	FALSE
YLR155C	0.35	0.09	TRUE	TRUE
YLR157C	0.35	0.09	TRUE	TRUE
YLR160C	0.35	0.15	TRUE	FALSE
YLR175W	0.35	0.34	TRUE	FALSE
YLR177W	0.35	0.13	TRUE	FALSE
YLR178C	0.39	0.47	FALSE	FALSE
YLR186W	0.35	0.24	TRUE	FALSE
YLR194C	0.35	0.49	TRUE	FALSE
YLR195C	0.35	0.11	TRUE	FALSE
YLR197W	0.35	0.22	TRUE	FALSE
YLR199C	0.35	0.26	TRUE	FALSE
YLR201C	0.35	0.38	TRUE	FALSE
YLR202C	0.35	0.15	TRUE	FALSE
YLR203C	0.45	0.67	FALSE	FALSE
YLR204W	0.35	0.18	TRUE	FALSE
YLR206W	0.35	0.26	TRUE	FALSE
YLR209C	0.35	0.4	TRUE	FALSE
YLR212C	0.35	0.09	TRUE	FALSE
YLR216C	0.35	0.43	TRUE	FALSE
YLR220W	0.35	0.41	TRUE	FALSE
YLR222C	0.35	0.12	TRUE	FALSE
YLR224W	0.35	0.16	TRUE	FALSE
YLR231C	0.35	0.3	TRUE	FALSE
YLR237W	0.35	0.12	TRUE	FALSE
YLR241W	0.35	0.16	TRUE	FALSE
YLR250W	0.35	0.16	TRUE	FALSE
YLR252W	0.35	0.22	TRUE	FALSE
YLR253W	0.35	0.09	TRUE	FALSE
YLR256W	0.35	0.09	TRUE	TRUE
YLR257W	0.35	0.11	TRUE	FALSE
YLR268W	0.35	0.21	TRUE	FALSE
YLR270W	0.35	0.15	TRUE	FALSE
YLR285W	0.35	0.15	TRUE	FALSE
YLR290C	0.35	0.09	TRUE	TRUE
YLR291C	0.35	0.21	TRUE	FALSE
YLR292C	0.35	0.12	TRUE	FALSE
YLR295C	0.35	0.53	TRUE	FALSE
YLR301W	0.35	0.29	TRUE	FALSE
YLR317W	0.35	0.16	TRUE	FALSE
YLR328W	0.35	0.11	TRUE	FALSE
YLR330W	0.35	0.13	TRUE	FALSE
YLR335W	0.35	0.13	TRUE	FALSE
YLR347C	0.35	0.17	TRUE	FALSE
YLR348C	0.36	0.59	TRUE	FALSE
YLR364W	0.35	0.1	TRUE	FALSE
YLR380W	0.35	0.24	TRUE	FALSE
YLR384C	0.35	0.11	TRUE	FALSE
YLR390W	0.35	0.2	TRUE	FALSE
YLR404W	0.35	0.1	TRUE	FALSE
YLR405W	0.35	0.12	TRUE	FALSE
YLR412W	0.35	0.1	TRUE	FALSE
YLR413W	0.35	0.15	TRUE	FALSE
YLR414C	0.67	0.61	FALSE	FALSE
YLR420W	0.35	0.15	TRUE	FALSE
YLR421C	0.35	0.49	TRUE	FALSE
YLR426W	0.35	0.12	TRUE	FALSE
