orf	name	YPD0.1_rpkb	YPD0.2_rpkb	YPD15.1_rpkb	YPD15.2_rpkb	HS15.1_rpkb	HS15.2_rpkb	YPD0_rpkb	YPD15_rpkb	HS15_rpkb	YPD0_copies_per_cell	YPD15_copies_per_cell	HS15_copies_per_cell
YJR128W	NA	16.88	14.06	22.5	5.63	11.25	16.88	15.47	14.06	14.06	0.06	0.06	0.06
YJR127C	RSF2	169.42	199.74	138.37	131.04	205.6	267.95	184.58	134.71	236.78	0.68	0.55	0.98
YJR129C	NA	73.2	59.35	43.52	36.6	17.81	30.67	66.28	40.06	24.24	0.24	0.16	0.1
YJR130C	STR2	90.34	156.52	100.85	91.39	101.37	70.91	123.43	96.12	86.14	0.46	0.39	0.36
YJR131W	MNS1	90.28	89.66	91.5	90.28	111.77	104.4	89.97	90.89	108.09	0.33	0.37	0.45
YJR132W	NMD5	135.85	119.15	86.39	80.61	34.36	23.44	127.5	83.5	28.9	0.47	0.34	0.12
YJR133W	XPT1	232.06	174.04	243.34	228.83	323.91	215.94	203.05	236.08	269.93	0.75	0.96	1.12
YJR134C	SGM1	248.51	248.04	245.2	228.63	199.76	177.51	248.27	236.91	188.63	0.92	0.96	0.78
YJR135C	MCM22	60.1	53.11	19.57	48.92	50.32	34.94	56.61	34.24	42.63	0.21	0.14	0.18
YJR135W-A	TIM8	673.58	566.42	631.48	639.13	715.68	329.13	620	635.31	522.4	2.29	2.58	2.16
YJR136C	NA	58.96	71.71	56.57	61.35	49.4	31.87	65.34	58.96	40.64	0.24	0.24	0.17
YJR137C	ECM17	70.22	89.81	70.92	59.95	64.85	77.45	80.01	65.43	71.15	0.3	0.27	0.29
YJR138W	IML1	72.54	77.86	57.22	60.2	51.69	62.12	75.2	58.71	56.91	0.28	0.24	0.24
YJR139C	HOM6	1912.84	1644.8	1805.06	1757.26	1788.19	1318.65	1778.82	1781.16	1553.42	6.57	7.23	6.44
YJR140W-A	NA	134.79	114.57	155.01	101.1	114.57	53.92	124.68	128.05	84.25	0.46	0.52	0.35
YJR140C	HIR3	57.47	51.15	40.35	36.48	28.94	28.73	54.31	38.41	28.84	0.2	0.16	0.12
YJR141W	NA	112.41	104.66	93.03	65.89	83.34	44.58	108.53	79.46	63.96	0.4	0.32	0.26
YJR142W	NA	191.93	257.87	218.5	199.8	300.2	189.96	224.9	209.15	245.08	0.83	0.85	1.02
YJR143C	PMT4	679.16	576.58	650.86	625.66	189.24	167.14	627.87	638.26	178.19	2.32	2.59	0.74
YJR144W	MGM101	400.54	322.7	400.54	380.45	179.55	141.89	361.62	390.5	160.72	1.33	1.59	0.67
YJR145C	RPS4A	6947.23	5644.63	5877.23	5101.87	1405.99	1499.03	6295.93	5489.55	1452.51	23.24	22.28	6.02
YJR146W	NA	71.62	68.75	88.8	48.7	123.18	88.8	70.18	68.75	105.99	0.26	0.28	0.44
YJR147W	HMS2	231.68	216.67	172.59	94.74	69.41	52.53	224.18	133.66	60.97	0.83	0.54	0.25
YJR148W	BAT2	842.56	1083.93	1053.43	1308.26	1143.16	1185.33	963.25	1180.84	1164.24	3.56	4.79	4.82
YJR149W	NA	67.5	66.67	64.17	55.84	103.34	50	67.09	60	76.67	0.25	0.24	0.32
YJR150C	DAN1	0	87.29	0	1.15	13.78	9.19	43.65	0.57	11.49	0.16	0	0.05
YJR151C	DAN4	39.35	58.37	38.48	27.24	16.86	30.7	48.86	32.86	23.78	0.18	0.13	0.1
YJR151W-A	NA	19.88	0	0	0	19.88	0	9.94	0	9.94	0.04	0	0.04
YJR152W	DAL5	50.21	78.1	48.35	41.53	51.45	29.13	64.15	44.94	40.29	0.24	0.18	0.17
YJR153W	PGU1	45.71	42.91	42.91	31.72	50.37	26.12	44.31	37.31	38.25	0.16	0.15	0.16
YJR154W	NA	24.39	38.05	11.71	12.68	7.8	12.68	31.22	12.19	10.24	0.12	0.05	0.04
YJR155W	AAD10	74.14	131.97	54.86	37.07	93.41	47.45	103.05	45.97	70.43	0.38	0.19	0.29
YJR156C	THI11	0	0	0	0	0	0	0	0	0	0	0	0
YJR157W	NA	0	0	0	0	0	0	0	0	0	0	0	0
YJR158W	HXT16	0	0	0	0	0	0	0	0	0	0	0	0
YJR159W	SOR1	0	0	0	0	0	0	0	0	0	0	0	0
YJR160C	MPH3	48.39	48.39	48.39	0	96.77	48.39	48.39	24.19	72.58	0.18	0.1	0.3
YJR161C	COS5	27.21	0	27.21	81.63	0	0	13.61	54.42	0	0.05	0.22	0
YJR162C	NA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YKL225W	NA	0	0	0	0	0	0	0	0	0	0	0	0
YKL224C	NA	0	0	0	0	0	0	0	0	0	0	0	0
YKL223W	NA	0	0	0	0	0	0	0	0	0	0	0	0
YKL222C	NA	44.3	57.64	40.49	42.39	45.25	40.01	50.97	41.44	42.63	0.19	0.17	0.18
YKL221W	MCH2	11.36	6.39	7.1	4.97	39.04	25.56	8.87	6.03	32.3	0.03	0.02	0.13
YKL220C	FRE2	25.28	29.66	29.66	13.13	25.28	12.15	27.47	21.39	18.72	0.1	0.09	0.08
YKL219W	COS9	152.74	217.3	169.11	146.38	196.39	149.11	185.02	157.75	172.75	0.68	0.64	0.72
YKL218C	SRY1	91.61	133.81	106.02	83.37	219.24	158.51	112.71	94.69	188.88	0.42	0.38	0.78
YKL217W	JEN1	23.54	34.48	29.56	29.56	65.14	61.85	29.01	29.56	63.49	0.11	0.12	0.26
YKL216W	URA1	3562.62	2521.47	3043.11	3121.31	625.55	516.29	3042.04	3082.21	570.92	11.23	12.51	2.37
YKL215C	NA	64.84	67.45	57.52	55.16	69.54	77.12	66.14	56.34	73.33	0.24	0.23	0.3
YKL214C	YRA2	234.11	227.52	222.57	214.33	179.71	95.62	230.82	218.45	137.67	0.85	0.89	0.57
YKL213C	DOA1	174.62	186.82	180.72	185.88	305.11	240.33	180.72	183.3	272.72	0.67	0.74	1.13
YKL212W	SAC1	694.37	674.35	616.44	557.99	334.47	405.37	684.36	587.21	369.92	2.53	2.38	1.53
YKL211C	TRP3	300.24	423.26	298.16	301.63	217.54	137.61	361.75	299.9	177.57	1.34	1.22	0.74
YKL210W	UBA1	700.62	574.2	615.02	627.86	606.79	665.72	637.41	621.44	636.26	2.35	2.52	2.64
YKL209C	STE6	437.95	519.45	424.94	368.95	179.66	146.07	478.7	396.94	162.87	1.77	1.61	0.67
YKL208W	CBT1	72.06	80.76	60.88	63.37	104.37	47.21	76.41	62.12	75.79	0.28	0.25	0.31
YKL207W	NA	798.71	847.97	772.09	712.19	593.71	441.95	823.34	742.14	517.83	3.04	3.01	2.15
YKL206C	ADD66	165.75	169.52	154.45	144.4	251.14	165.75	167.63	149.43	208.44	0.62	0.61	0.86
YKL205W	LOS1	144.07	109.88	99.2	86.99	43.34	41.82	126.98	93.1	42.58	0.47	0.38	0.18
YKL204W	EAP1	210.3	203.89	201.22	214.03	210.83	258.33	207.09	207.63	234.58	0.76	0.84	0.97
YKL203C	TOR2	51.77	49.33	49.19	44.57	30.17	39.68	50.55	46.88	34.92	0.19	0.19	0.14
YKL202W	NA	150.55	201.48	201.48	183.76	469.37	325.46	176.01	192.62	397.42	0.65	0.78	1.65
YKL201C	MNN4	88.3	125.94	112.01	93.34	164.46	155.57	107.12	102.67	160.01	0.4	0.42	0.66
YKL198C	PTK1	121.95	171.14	127.7	72.75	75.89	64.38	146.55	100.23	70.13	0.54	0.41	0.29
YKL197C	PEX1	49.23	56.95	45.36	39.25	40.86	52.44	53.09	42.31	46.65	0.2	0.17	0.19
YKL196C	YKT6	781.14	650.95	749.43	677.65	1043.19	619.24	716.04	713.54	831.21	2.64	2.9	3.44
YKL195W	MIA40	599.79	597.27	724.12	740.92	1433.11	851.8	598.53	732.52	1142.46	2.21	2.97	4.73
YKL194C	MST1	111.98	117.8	125.07	121.44	157.07	117.8	114.89	123.25	137.43	0.42	0.5	0.57
YKL193C	SDS22	235.2	281.84	308.63	291.76	659.94	558.72	258.52	300.2	609.33	0.95	1.22	2.52
YKL192C	ACP1	1159.21	952.59	1178	1078.71	1867.62	1279.96	1055.9	1128.35	1573.79	3.9	4.58	6.52
YKL191W	DPH2	169.5	104.99	131.56	84.75	34.79	16.44	137.25	108.15	25.62	0.51	0.44	0.11
YKL190W	CNB1	573.54	585.08	550.44	517.72	658.22	448.44	579.31	534.08	553.33	2.14	2.17	2.29
YKL189W	HYM1	102.6	130.36	117.74	116.06	173.25	118.58	116.48	116.9	145.92	0.43	0.47	0.6
YKL188C	PXA2	22.03	40.92	29.11	33.05	60.59	43.28	31.47	31.08	51.93	0.12	0.13	0.22
YKL187C	NA	36.9	43.65	33.3	34.2	94.51	78.75	40.28	33.75	86.63	0.15	0.14	0.36
YKL186C	MTR2	347.34	398.73	375.69	336.71	382.78	219.74	373.03	356.2	301.26	1.38	1.45	1.25
YKL185W	ASH1	317.96	399.74	353.42	260.78	284.8	228.75	358.85	307.1	256.77	1.32	1.25	1.06
YKL184W	SPE1	350.79	321.92	347.18	311.81	202.82	144.36	336.35	329.49	173.59	1.24	1.34	0.72
YKL183C-A	NA	70.99	52.06	37.86	47.33	37.86	42.6	61.53	42.6	40.23	0.23	0.17	0.17
YKL183W	LOT5	189.96	189.96	196.59	168.98	94.98	98.29	189.96	182.78	96.64	0.7	0.74	0.4
YKL182W	FAS1	826.07	1307.82	731.82	690.61	141.54	138.42	1066.94	711.21	139.98	3.94	2.89	0.58
YKL181W	PRS1	913.76	637.58	798.55	677.03	214.63	114.42	775.67	737.79	164.52	2.86	2.99	0.68
YKL180W	RPL17A	6094.71	5223.64	5301.07	4349.81	1172.49	702.39	5659.18	4825.44	937.44	20.89	19.59	3.88
YKL179C	COY1	199.09	203.53	203.53	188.25	262.66	193.67	201.31	195.89	228.17	0.74	0.8	0.95
YKL177W	NA	0	0	0	2.97	11.87	5.94	0	1.48	8.9	0	0.01	0.04
YKL178C	STE3	7.86	2.14	3.57	5.72	16.44	8.58	5	4.64	12.51	0.02	0.02	0.05
YKL176C	LST4	238.79	206.3	190.47	154.73	86.5	56.86	222.55	172.6	71.68	0.82	0.7	0.3
YKL175W	ZRT3	316.1	263.3	289.37	280.68	177.09	141.68	289.7	285.02	159.39	1.07	1.16	0.66
YKL174C	TPO5	138.23	130.61	120.81	102.31	97.96	82.18	134.42	111.56	90.07	0.5	0.45	0.37
YKL173W	SNU114	87.65	84.3	72.6	63.9	35.8	43.82	85.98	68.25	39.81	0.32	0.28	0.16
YKL172W	EBP2	742.07	417.06	518.73	415.46	58.44	34.42	579.57	467.1	46.43	2.14	1.9	0.19
YKL171W	NA	68.28	58.11	65.37	59.56	111.86	108.95	63.19	62.47	110.41	0.23	0.25	0.46
YKL170W	MRPL38	394.52	284.93	438.36	387.21	426.18	250.84	339.73	412.79	338.51	1.25	1.68	1.4
YKL169C	NA	412.56	293.55	483.97	394.05	439.01	259.17	353.06	439.01	349.09	1.3	1.78	1.45
YKL168C	KKQ8	73.35	98.42	68.71	77.06	178.27	133.24	85.88	72.88	155.75	0.32	0.3	0.65
YKL167C	MRP49	245.67	282.15	330.8	321.07	569.17	355.12	263.91	325.93	462.15	0.97	1.32	1.91
YKL166C	TPK3	207.18	157.49	157.49	113.7	74.11	53.9	182.33	135.59	64.01	0.67	0.55	0.27
YKL165C-A	NA	17.31	21.64	34.62	30.29	12.98	8.65	19.47	32.46	10.82	0.07	0.13	0.04
YKL165C	MCD4	185.57	160.31	168.73	133.23	118.22	86.38	172.94	150.98	102.3	0.64	0.61	0.42
YKL164C	PIR1	1928.89	1701.68	2072.74	1373.11	3027.38	1418.88	1815.28	1722.93	2223.13	6.7	6.99	9.21
YKL163W	PIR3	67.34	70.27	70.27	32.21	231.3	165.43	68.81	51.24	198.37	0.25	0.21	0.82
YKL162C-A	NA	6.64	6.64	26.57	0	46.5	39.86	6.64	13.29	43.18	0.02	0.05	0.18
YKL162C	NA	35.04	23.36	49.22	46.71	82.58	58.39	29.2	47.96	70.49	0.11	0.19	0.29
YKL161C	NA	64.28	65.83	50.34	33.3	78.99	42.59	65.05	41.82	60.79	0.24	0.17	0.25
YKL160W	ELF1	694.27	436.53	745.36	571.21	866.1	527.09	565.4	658.28	696.59	2.09	2.67	2.89
YKL159C	RCN1	109.36	104.6	79.24	90.34	141.06	115.7	106.98	84.79	128.38	0.39	0.34	0.53
YKL157W	APE2	423.34	499.32	450.11	476.16	386.79	431.66	461.33	463.14	409.23	1.7	1.88	1.7
YKL156W	RPS27A	4717.28	4000.68	3951.54	3144.86	880.4	245.69	4358.98	3548.2	563.04	16.09	14.4	2.33
YKL156C-A	NA	4433.56	3638.46	3975.51	3310.05	795.1	241.99	4036.01	3642.78	518.55	14.9	14.79	2.15
YKL155C	RSM22	110.57	113.25	118.05	125.53	80.13	56.09	111.91	121.79	68.11	0.41	0.49	0.28
YKL154W	SRP102	310.2	250.92	256.43	248.16	227.48	125.46	280.56	252.3	176.47	1.04	1.02	0.73
YKL153W	NA	46712.9	55976.83	44077.13	43459.41	49007.04	38515.6	51344.87	43768.27	43761.32	189.54	177.66	181.32
YKL152C	GPM1	42955.67	50870.43	41378.98	40727.36	43717.5	36397.23	46913.05	41053.17	40057.36	173.18	166.64	165.97
YKL151C	NA	210.78	417.58	245.58	275.4	3173.62	2455.78	314.18	260.49	2814.7	1.16	1.06	11.66
YKL150W	MCR1	518.19	814.45	735.93	829.1	3283.96	1849.78	666.32	782.52	2566.87	2.46	3.18	10.64
YKL149C	DBR1	100.09	80.23	65.35	56.25	71.14	42.19	90.16	60.8	56.66	0.33	0.25	0.23
YKL148C	SDH1	218.47	281.12	361.14	491.7	435.89	553.29	249.8	426.42	494.59	0.92	1.73	2.05
YKL146W	AVT3	108.73	111.17	126.77	119.46	135.06	124.82	109.95	123.12	129.94	0.41	0.5	0.54
YKL147C	NA	44.6	44.6	66.08	56.17	56.17	62.78	44.6	61.12	59.47	0.16	0.25	0.25
YKL145W	RPT1	790.94	559.59	761.3	675.26	947.83	725.15	675.26	718.28	836.49	2.49	2.92	3.47
YKL145W-A	NA	752.39	545.21	774.19	806.91	806.91	577.92	648.8	790.55	692.41	2.4	3.21	2.87
YKL144C	RPC25	189.21	126.14	108.8	88.3	34.69	17.34	157.68	98.55	26.02	0.58	0.4	0.11
YKL143W	LTV1	245.73	105.31	146.27	103.85	14.63	2.93	175.52	125.06	8.78	0.65	0.51	0.04
YKL142W	MRP8	836.39	990.13	960.92	902.5	3434.72	2423.06	913.26	931.71	2928.89	3.37	3.78	12.14
YKL141W	SDH3	653.45	809.2	841.36	1080.06	1460.96	1008.96	731.33	960.71	1234.96	2.7	3.9	5.12
YKL140W	TGL1	185.12	312.01	277.07	266.65	370.24	245.8	248.56	271.86	308.02	0.92	1.1	1.28
YKL139W	CTK1	98.84	103.98	86.65	66.11	69.32	47.5	101.41	76.38	58.41	0.37	0.31	0.24
YKL138C-A	HSK3	262.43	257.65	248.11	157.46	429.42	209.94	260.04	202.78	319.68	0.96	0.82	1.32
YKL138C	MRPL31	544.47	501.22	623.34	531.75	651.33	491.04	522.85	577.55	571.19	1.93	2.34	2.37
YKL137W	NA	467.75	419.46	407.39	392.3	941.53	510	443.61	399.85	725.76	1.64	1.62	3.01
YKL136W	NA	203.9	309.63	236.63	208.94	357.46	153.56	256.77	222.78	255.51	0.95	0.9	1.06
YKL135C	APL2	164.92	187.55	156.6	156.14	159.37	128.88	176.23	156.37	144.13	0.65	0.63	0.6
YKL134C	1-Oct	55.31	44.86	50.95	42.68	51.82	33.97	50.08	46.82	42.9	0.18	0.19	0.18
YKL133C	NA	54.99	52.82	56.44	57.89	222.87	113.61	53.91	57.17	168.24	0.2	0.23	0.7
YKL131W	NA	29.01	42.54	25.14	23.21	21.27	19.34	35.77	24.17	20.3	0.13	0.1	0.08
YKL132C	RMA1	38.23	53.83	39.79	29.64	34.32	18.72	46.03	34.71	26.52	0.17	0.14	0.11
YKL130C	SHE2	200.02	208.19	182.33	151.04	214.99	126.54	204.1	166.69	170.77	0.75	0.68	0.71
YKL129C	MYO3	91.58	148.65	115.47	109.89	165.9	203.59	120.11	112.68	184.75	0.44	0.46	0.77
YKL128C	PMU1	356.31	339.23	305.08	309.63	367.69	233.36	347.77	307.36	300.53	1.28	1.25	1.25
YKL127W	PGM1	289.46	239.63	294.2	265.73	179.72	121	264.54	279.97	150.36	0.98	1.14	0.62
YKL126W	YPK1	294.93	308.8	308.31	288.98	412.9	309.3	301.86	298.64	361.1	1.11	1.21	1.5
YKL125W	RRN3	123.24	79.65	70.5	41.44	42.51	23.68	101.44	55.97	33.1	0.37	0.23	0.14
YKL124W	SSH4	48.35	72.23	58.83	58.25	81.55	66.41	60.29	58.54	73.98	0.22	0.24	0.31
YKL123W	NA	95.53	132.68	74.3	84.92	153.91	103.49	114.11	79.61	128.7	0.42	0.32	0.53
YKL122C	SRP21	904.53	838.49	748.44	714.42	574.34	414.24	871.51	731.43	494.29	3.22	2.97	2.05
YKL121W	NA	82.96	97.97	88.89	105.08	141.82	158.41	90.47	96.98	150.12	0.33	0.39	0.62
YKL120W	OAC1	398.62	418.34	330.1	241.87	74.74	35.29	408.48	285.99	55.02	1.51	1.16	0.23
YKL118W	NA	67.55	102.94	99.72	102.94	96.5	48.25	85.24	101.33	72.38	0.31	0.41	0.3
YKL119C	VPH2	286.14	301.69	275.25	227.05	265.92	147.74	293.92	251.15	206.83	1.08	1.02	0.86
YKL117W	SBA1	2109.26	2003.17	2015.84	2025.34	3713.38	2999.21	2056.22	2020.59	3356.29	7.59	8.2	13.91
YKL116C	PRR1	116.73	107.65	104.4	107	88.84	57.07	112.19	105.7	72.95	0.41	0.43	0.3
YKL115C	NA	54.13	43.82	36.09	18.04	51.55	46.4	48.97	27.06	48.97	0.18	0.11	0.2
YKL114C	APN1	273.65	217.1	224.39	234.43	192.47	128.62	245.37	229.41	160.54	0.91	0.93	0.67
YKL113C	RAD27	273.27	203.2	231.23	196.2	75.33	41.17	238.24	213.71	58.25	0.88	0.87	0.24
YKL112W	ABF1	221.93	144.88	235.31	190.09	219.62	219.16	183.4	212.7	219.39	0.68	0.86	0.91
YKL111C	NA	335.6	217.69	374.91	290.25	450.49	320.48	276.64	332.58	385.49	1.02	1.35	1.6
YKL110C	KTI12	212.55	212.55	159.95	145.99	211.48	112.72	212.55	152.97	162.1	0.78	0.62	0.67
YKL109W	HAP4	498.06	606.79	587.35	697.9	714.3	608	552.43	642.62	661.15	2.04	2.61	2.74
YKL108W	SLD2	82.05	72.35	91.75	73.1	69.37	47.74	77.2	82.42	58.55	0.28	0.33	0.24
YKL107W	NA	14.2	13.11	14.2	6.55	27.31	12.02	13.65	10.38	19.66	0.05	0.04	0.08
YKL106C-A	NA	0	0	8.43	8.43	8.43	0	0	8.43	4.22	0	0.03	0.02
YKL106W	AAT1	158.99	157.5	134.36	108.98	124.66	79.87	158.25	121.67	102.26	0.58	0.49	0.42
YKL105C	NA	88.25	112.11	91.53	106.74	112.4	145.5	100.18	99.14	128.95	0.37	0.4	0.53
YKL104C	GFA1	532.55	444.96	509.6	475.88	493.68	451.52	488.76	492.74	472.6	1.8	2	1.96
YKL103C	LAP4	472.76	946.17	561.81	633.18	2130.03	2249.86	709.46	597.5	2189.94	2.62	2.43	9.07
YKL102C	NA	6.63	9.94	6.63	6.63	19.89	13.26	8.29	6.63	16.57	0.03	0.03	0.07
YKL101W	HSL1	365.26	289.32	309.31	267.34	98.59	120.13	327.29	288.32	109.36	1.21	1.17	0.45
YKL100W-A	NA	414.57	436.97	403.36	537.82	806.72	537.82	425.77	470.59	672.27	1.57	1.91	2.79
YKL100C	NA	314	361.55	374.73	380.46	689.3	449.22	337.77	377.6	569.26	1.25	1.53	2.36
YKL099C	UTP11	268.93	159.22	191.33	145.84	28.1	4.01	214.07	168.58	16.06	0.79	0.68	0.07
YKL098W	NA	129.38	118.99	114.27	85.94	102.94	73.66	124.18	100.1	88.3	0.46	0.41	0.37
YKL097C	NA	4.95	4.95	2.48	4.95	4.95	14.86	4.95	3.72	9.91	0.02	0.02	0.04
YKL096C-B	NA	1459.01	1592.86	1566.09	1673.17	756.27	709.43	1525.93	1619.63	732.85	5.63	6.57	3.04
YKL096W-A	CWP2	20350.73	22642.8	20188.3	17896.22	10052.64	6475.56	21496.77	19042.26	8264.1	79.35	77.3	34.24
YKL096W	CWP1	656.11	487.15	1420.63	1085.53	6570.93	4636.4	571.63	1253.08	5603.66	2.11	5.09	23.22
YKL095W	YJU2	55.95	52.3	71.76	43.79	42.57	34.06	54.13	57.77	38.31	0.2	0.23	0.16
YKL094W	YJU3	362.92	440.46	393.07	331.69	1059.68	721.53	401.69	362.38	890.6	1.48	1.47	3.69
YKL093W	MBR1	63.49	65.48	61.51	68.46	167.67	123.02	64.49	64.98	145.34	0.24	0.26	0.6
YKL092C	BUD2	89.59	76.53	73.49	64.08	54.05	54.97	83.06	68.78	54.51	0.31	0.28	0.23
YKL091C	NA	130.99	192.69	175.37	118	1396.48	628.96	161.84	146.68	1012.72	0.6	0.6	4.2
YKL090W	CUE2	96.48	88.12	74.45	53.94	113.95	67.61	92.3	64.19	90.78	0.34	0.26	0.38
YKL089W	MIF2	85.57	82.49	74.49	67.71	50.48	36.94	84.03	71.1	43.71	0.31	0.29	0.18
YKL088W	NA	122.7	149.37	125.66	119.74	126.26	149.97	136.04	122.7	138.11	0.5	0.5	0.57
YKL087C	CYT2	248.66	248.66	232.18	238.17	387.97	224.69	248.66	235.18	306.33	0.92	0.95	1.27
YKL086W	SRX1	21.25	31.88	47.82	37.19	143.46	85.01	26.57	42.51	114.24	0.1	0.17	0.47
YKL085W	MDH1	1227.77	1835.59	1442.83	1979.97	3320.82	2685.74	1531.68	1711.4	3003.28	5.65	6.95	12.44
YKL084W	HOT13	154.91	94.67	152.04	143.44	97.54	57.38	124.79	147.74	77.46	0.46	0.6	0.32
YKL083W	NA	560.22	346.41	348.07	255.25	79.56	39.78	453.31	301.66	59.67	1.67	1.22	0.25
YKL082C	RRP14	520.3	342.51	319.42	252.45	72.35	33.1	431.4	285.93	52.72	1.59	1.16	0.22
YKL081W	TEF4	6198	3753.94	5226.93	5102.5	1744.55	1374.62	4975.97	5164.72	1559.59	18.37	20.96	6.46
YKL080W	VMA5	1616.78	1864.13	1517.49	1573.12	958.6	810.53	1740.45	1545.31	884.56	6.42	6.27	3.67
YKL079W	SMY1	163.81	153.02	127.35	104.24	194.62	142.24	158.41	115.79	168.43	0.58	0.47	0.7
YKL078W	DHR2	56.47	22.5	19.28	13.77	1.84	4.13	39.48	16.53	2.98	0.15	0.07	0.01
YKL077W	NA	626.13	590.92	547.97	531.65	456.93	304.05	608.52	539.81	380.49	2.25	2.19	1.58
YKL076C	PSY1	152.18	152.18	110.2	118.07	241.39	104.95	152.18	114.14	173.17	0.56	0.46	0.72
YKL075C	NA	111.57	91.49	96.7	87.77	112.32	72.89	101.53	92.23	92.61	0.37	0.37	0.38
YKL074C	MUD2	84.59	87.77	73.77	68.69	42.61	29.89	86.18	71.23	36.25	0.32	0.29	0.15
YKL073W	LHS1	302	240.37	251.09	259.89	244.96	154.63	271.18	255.49	199.8	1	1.04	0.83
YKL072W	STB6	71.66	90.56	61.11	53.63	42.2	32.53	81.11	57.37	37.37	0.3	0.23	0.15
YKL071W	NA	106.2	106.2	97.02	51.13	39.33	30.16	106.2	74.08	34.74	0.39	0.3	0.14
YKL070W	NA	99.44	133.26	81.54	79.56	99.44	65.63	116.35	80.55	82.54	0.43	0.33	0.34
YKL069W	NA	169.89	194.17	196.03	216.57	425.67	302.45	182.03	206.3	364.06	0.67	0.84	1.51
YKL068W-A	NA	201.14	295.29	201.14	175.46	106.99	64.19	248.22	188.3	85.59	0.92	0.76	0.35
YKL068W	NUP100	194.81	159.01	157.95	121.1	65.99	68.45	176.91	139.53	67.22	0.65	0.57	0.28
YKL067W	YNK1	1591.35	1901.27	1488.05	1521.02	3488.23	2015.57	1746.31	1504.53	2751.9	6.45	6.11	11.4
YKL066W	NA	506.53	608.74	458.83	463.37	1235.66	572.4	557.64	461.1	904.03	2.06	1.87	3.75
YKL065W-A	NA	27.35	36.47	36.47	22.79	173.22	123.08	31.91	29.63	148.15	0.12	0.12	0.61
YKL065C	YET1	912.44	1188.94	975.87	1089.73	2698.29	1658.99	1050.69	1032.8	2178.64	3.88	4.19	9.03
YKL064W	MNR2	242.96	251.32	207.81	214.42	255.15	221.73	247.14	211.11	238.44	0.91	0.86	0.99
YKL063C	NA	530.76	634.52	403.06	494.85	624.54	331.23	582.64	448.95	477.88	2.15	1.82	1.98
YKL062W	MSN4	213.64	354.65	338.09	372.27	264.38	190.14	284.14	355.18	227.26	1.05	1.44	0.94
YKL061W	NA	175.46	163.57	148.7	142.75	231.97	148.7	169.52	145.72	190.33	0.63	0.59	0.79
YKL060C	FBA1	55586.6	63058.75	53159.68	51482.31	40139.47	34679.59	59322.68	52320.99	37409.53	218.99	212.38	155
YKL059C	MPE1	117.29	95.96	113.48	92.16	100.53	65.5	106.63	102.82	83.02	0.39	0.42	0.34
YKL058W	TOA2	473.83	476.58	531.68	454.55	504.13	355.37	475.21	493.11	429.75	1.75	2	1.78
YKL057C	NUP120	147.69	158.38	142.51	123.72	91.66	75.46	153.03	133.11	83.56	0.56	0.54	0.35
YKL056C	TMA19	11513.83	8101.58	10096.4	9527.02	6092.72	5068.25	9807.7	9811.71	5580.49	36.2	39.83	23.12
YKL055C	OAR1	44.63	53.08	39.81	41.02	13.27	33.78	48.86	40.41	23.52	0.18	0.16	0.1
YKL054C	DEF1	822.19	641.55	677.4	495.83	541.92	476.28	731.87	586.61	509.1	2.7	2.38	2.11
YKL053C-A	MDM35	687.7	745.65	722.47	722.47	1522.22	815.2	716.68	722.47	1168.71	2.65	2.93	4.84
YKL053W	NA	145.42	220.83	153.5	121.18	220.83	113.11	183.12	137.34	166.97	0.68	0.56	0.69
YKL052C	ASK1	145.74	216.89	164.1	154.92	173.28	123.94	181.31	159.51	148.61	0.67	0.65	0.62
YKL051W	SFK1	296.62	335.6	234.83	186.34	328.95	344.16	316.11	210.58	336.56	1.17	0.85	1.39
YKL050C	NA	32.02	32.02	19.65	12.37	16.74	23.65	32.02	16.01	20.2	0.12	0.06	0.08
YKL049C	CSE4	107.84	99.1	115.13	99.1	104.92	81.61	103.47	107.11	93.27	0.38	0.43	0.39
YKL048C	ELM1	68.14	77.05	67.09	64.47	47.7	49.27	72.6	65.78	48.49	0.27	0.27	0.2
YKL047W	NA	93.13	117.23	80.76	69.04	31.26	31.91	105.18	74.9	31.59	0.39	0.3	0.13
YKL046C	DCW1	655.78	557.83	588.48	578.02	446.41	381.36	606.8	583.25	413.88	2.24	2.37	1.71
YKL045W	PRI2	195.47	153.31	173.75	137.98	74.74	59.41	174.39	155.86	67.07	0.64	0.63	0.28
YKL044W	NA	194.61	197.75	326.45	172.64	131.83	150.67	196.18	249.54	141.25	0.72	1.01	0.59
YKL043W	PHD1	596.26	764.38	847.99	576.96	399.65	509.9	680.32	712.48	454.77	2.51	2.89	1.88
YKL042W	SPC42	123.31	113.11	133.51	115.89	102.91	90.86	118.21	124.7	96.89	0.44	0.51	0.4
YKL041W	VPS24	317.18	323.22	268.85	255.25	569.41	339.84	320.2	262.05	454.63	1.18	1.06	1.88
YKL040C	NFU1	336.87	287.25	330.34	322.51	313.37	214.13	312.06	326.42	263.75	1.15	1.33	1.09
YKL039W	PTM1	332.66	395.08	431.11	356.47	419.53	373.2	363.87	393.79	396.36	1.34	1.6	1.64
YKL038W	RGT1	76.4	89.08	87.35	89.08	113.3	147.31	82.74	88.22	130.3	0.31	0.36	0.54
