#ORF	TR 1 (mol/min)	TR 2 (mol/min)	TR 3 (mol/min)	TR 4 (mol/min)	TR 5 (mol/min)	RA T1 (mol/cel)	RA T2 (mol/cel)	RA T3 (mol/cel)	RA T4 (mol/cel)	RA T5 (mol/cel)
orf	tr.1	tr.2	tr.3	tr.4	tr.5	ra.1	ra.2	ra.3	ra.4	ra.5
YIR035C	0.359131568	0.398166216	0.328760571	0.354324417	0.40211863	0.557050074	0.857273609	0.512611274	0.609028173	0.608509554
YIR036C	0.085007789	0.09590209	0.08609465	0.091969349	0.104627583	NA	NA	0.374613381	0.277682471	0.291025114
YIR037W	0.222549332	0.215090603	0.225753672	0.212158181	0.220829128	2.967580966	2.566168194	2.416463256	2.694187032	3.201474884
YIR038C	0.035633394	0.028772344	0.029856932	0.031495234	0.040202586	0.525588998	0.426891398	0.324035044	0.454595959	0.512389985
YIR039C	0.005715762	NA	NA	0.00509979	NA	NA	NA	NA	NA	NA
YIR041W	NA	NA	NA	NA	NA	0.082927135	NA	0.165978499	NA	0.135648215
YIR042C	0.091254502	0.084787266	0.075097343	0.076147863	0.073939426	0.623938412	0.635789276	0.467957375	0.555431937	0.414242804
YIR043C	0.072373663	0.059398013	0.067151396	0.062929699	0.086445379	0.43000839	0.494613499	0.601398862	0.400440708	0.501729661
YIR044C	0.02611192	NA	0.051668392	0.051632828	0.020803062	0.404444679	0.349564939	0.302502079	0.271757896	0.373127852
YJL001W	0.184475793	0.163085322	0.187571795	0.184453053	0.18678459	5.430866642	5.251351616	5.832501509	5.631892136	5.482785681
YJL002C	0.058439369	0.065172798	0.064924105	0.064785471	0.066844493	5.497923842	3.955624288	4.606165496	4.64771481	4.849773218
YJL003W	0.047298547	NA	0.05078411	0.033131986	0.039646016	NA	NA	NA	NA	0.89890641
YJL004C	0.114017416	0.106071243	0.101690944	0.113488939	0.107117551	3.702967551	4.22860075	3.699743511	4.038195211	3.556721684
YJL005W	0.082752795	0.086971655	0.078367517	0.075831998	0.076762618	0.830151506	0.901095645	1.065789084	0.789620058	0.607854814
YJL006C	0.03122542	0.028120403	0.041544874	0.037338882	0.032549622	0.278308377	0.277215041	0.231039512	0.240342666	0.28147519
YJL007C	0.182211309	0.062744867	0.129939857	0.127559896	0.10160243	NA	NA	NA	NA	NA
YJL008C	0.1454494	0.152589315	0.12461087	0.13134655	0.125374328	2.26885081	2.33558822	2.389165286	2.230138922	2.422632326
YJL009W	0.284575009	0.193125582	0.271850054	0.270582617	0.22635335	2.885955946	2.293346236	2.62253029	2.558489229	2.203161147
YJL010C	0.123835789	0.124251253	0.118573833	0.092605286	0.119092176	1.839447838	1.85987331	1.914129292	1.352954922	1.742510144
YJL011C	0.130007055	0.114939284	0.115214421	0.119484844	0.118389054	4.801101789	5.132386787	4.786493199	5.127490128	4.539812813
YJL012C	0.257632706	0.306293187	0.273678157	0.212559389	0.250655642	4.907127806	4.631979837	4.60183387	4.162467614	4.84847503
YJL013C	0.03428632	0.033823358	0.034515259	0.033423049	0.035798628	1.193783121	1.109460082	1.213627746	1.112951248	1.275306793
YJL014W	0.200569491	0.192277313	0.173166141	0.188446759	0.164247573	3.532309971	2.34904567	2.836525017	2.693833468	2.451013119
YJL015C	0.081054876	0.046409797	0.072519303	0.078815549	0.052708755	NA	NA	NA	NA	0.689168331
YJL016W	0.06721565	0.065211449	0.078040997	0.073778095	0.083123123	0.84855058	1.026423153	0.864548009	0.827671742	0.95137496
YJL017W	0.045484745	0.040673352	0.053704697	0.055276637	0.049031939	0.488471797	0.464263613	0.375894064	0.54658523	0.529875949
YJL018W	0.08294662	0.072147743	0.084459281	0.081177671	0.076832389	6.659236678	5.229742388	3.91275019	3.835940093	4.086003832
YJL019W	0.064340563	0.077464072	0.085693366	0.074359741	0.059170075	1.480125574	1.730020553	1.962350534	1.735145793	1.797858877
YJL020C	0.109064833	0.140421889	0.121504436	0.11746712	0.141763668	7.539592497	8.350467889	9.746457074	9.099511361	8.778261691
YJL021C	0.066005302	0.07057293	0.081481559	0.078872127	0.076483426	3.75312825	3.983335205	4.75626074	4.226502928	4.747779522
YJL022W	0.10640397	0.067689484	0.094879599	0.080776675	0.076376611	1.676225436	1.085920186	0.742093444	1.092364931	0.974070304
YJL023C	0.022722296	0.019870317	0.028661966	0.024942222	0.025054507	0.165624776	0.171260018	0.18676066	0.196200508	0.202216398
YJL024C	0.070963208	0.060525596	0.073949957	0.072650624	0.066566841	1.331380198	1.127014721	1.107151569	1.216187726	1.297050228
YJL025W	0.048935604	0.048399725	0.046630158	0.044254255	0.046434925	1.267313775	0.970662359	1.027766754	1.051318268	1.098110605
YJL026W	0.114424298	0.106742548	0.093799293	0.110788758	0.097722438	4.932319455	3.917456348	3.817620163	4.433196959	4.451456815
YJL027C	0.032901082	NA	NA	NA	0.022026863	0.81097357	NA	NA	NA	0.701793741
YJL028W	0.021624806	NA	0.022145782	NA	0.019892124	NA	NA	NA	NA	NA
YJL029C	0.036719611	0.047512268	0.039161502	0.033465707	0.043754727	2.067999659	2.422432646	2.305324811	1.874789374	2.808708367
YJL030W	0.061350496	0.049334737	0.056458357	0.051996135	0.050506787	2.300517067	1.536941114	1.766009471	1.973521546	1.637943443
YJL031C	0.09339071	0.086302517	0.106085314	0.106698839	0.100034745	1.106337149	1.061018711	1.20636024	0.999994601	1.168199983
YJL032W	0.068052447	NA	0.104004552	0.068047157	0.092233385	NA	NA	NA	NA	NA
YJL033W	0.081060484	0.076838143	0.080403739	0.076190329	0.082414552	3.457939439	4.196974289	3.973741102	4.074814973	3.930441335
YJL034W	0.856815669	0.781734378	0.593501416	0.621590187	0.727982944	3.117569312	3.132495865	3.110917324	3.475950017	3.307077851
YJL035C	0.132304717	0.154483982	0.136355893	0.144741284	0.147277086	0.811525442	0.805142086	0.608310896	0.56537822	0.657757977
YJL036W	0.183754523	0.15292531	0.122998819	0.122404677	0.12206723	22.39886079	17.21190032	15.74426871	16.59781797	23.88637137
YJL037W	NA	NA	NA	NA	NA	NA	0.194274603	NA	NA	NA
YJL038C	0.01515299	NA	NA	NA	0.011369454	0.292440597	0.25703287	0.218947086	0.202142197	0.22400165
YJL039C	0.20807856	0.138801906	0.083112602	0.137501688	0.123692222	2.920102941	2.369770091	1.64172868	2.376315092	2.007057208
YJL041W	0.090647861	0.104646154	0.097993285	0.07023674	0.103325966	4.313593996	5.251981994	5.033984877	4.157066186	5.789393952
YJL042W	0.07937154	0.071866392	0.086576774	0.091516781	0.082204988	1.880169616	1.670791076	2.20435377	1.854627117	1.799108655
YJL043W	0.024849394	0.03049126	0.032094781	0.031341462	0.036438417	NA	NA	NA	NA	NA
YJL044C	0.084476708	0.084894456	0.085661996	0.090793106	0.078729177	2.702204625	2.712158106	3.223620877	2.552046192	2.916342601
YJL045W	0.05662938	0.061816196	0.050975077	0.052568302	0.061496752	0.356461545	0.537036075	0.596474222	0.426984085	0.516313564
YJL046W	0.034360205	0.032731915	0.039367013	0.041313924	0.040410816	0.515679461	0.55232638	0.60749296	0.552039698	0.757238355
YJL047C	0.030899403	0.036129025	0.032602533	0.029677995	0.03545531	0.628084304	0.588465449	0.600928984	0.599456085	0.80050293
YJL048C	0.039910178	0.041998554	0.038573306	0.043189421	0.041501555	0.322943049	0.375958992	0.433773937	0.371597316	0.50594575
YJL049W	0.03352053	0.031336852	0.037346984	0.031555865	0.037243284	1.70185283	1.577727068	1.743442038	1.351462835	2.00672792
YJL050W	0.158041515	0.139860371	0.158099614	0.146684626	0.14643871	1.971593886	1.962542086	1.77294815	1.591980964	1.730157243
YJL051W	0.029229853	0.031756449	0.030495192	0.024243321	0.033556645	1.769101903	2.008710781	2.316858394	2.134403362	2.587237407
YJL052W	0.258761329	0.3240452	0.18876864	0.270978353	0.183179446	19.5631151	14.32680653	12.01655622	16.85908441	11.28508255
YJL053W	0.055008966	0.048187559	0.052004116	0.05786417	0.055016111	1.283954432	0.907344045	0.956788614	0.993871492	1.286186863
YJL054W	0.091859578	0.116600477	0.091026552	0.092400345	0.104178218	9.920007889	8.708730002	7.54353392	7.517596799	11.72341331
YJL055W	0.096359193	0.11090598	0.107796442	0.113291177	0.127574995	1.277542011	1.454116363	1.310350037	1.167543022	1.601937192
YJL056C	0.026538258	0.027606089	0.032029507	0.01966241	0.025311545	2.031529874	2.06730776	2.310247491	1.669808731	2.22590682
YJL057C	0.046695751	0.061525576	0.056900591	0.047090759	0.061848738	0.709097194	0.988374152	1.092194281	0.852059875	1.186971847
YJL058C	0.024229337	0.023023092	0.021231	0.02268783	0.025057657	0.617308616	0.642781582	0.745638308	0.662175128	0.737077516
YJL059W	0.021251993	0.018540374	0.024334582	0.022905479	0.020261974	NA	NA	NA	0.27367662	0.332263544
YJL060W	0.017442938	0.020208005	0.01878383	0.019348588	0.021519538	1.467524138	1.417096825	1.524427274	1.766272607	1.984726568
YJL061W	0.061609911	0.06340929	0.079396116	0.069676159	0.076971783	2.481397629	2.83080014	3.242198702	3.060691624	3.581899282
YJL062W	0.029471202	0.032443915	0.028463886	0.026057323	0.031254591	1.331084386	1.422451593	1.553958366	1.523006901	1.610521757
YJL062W-A	0.175326565	0.173736615	0.16760975	0.140211455	0.127113991	4.08627526	4.647194249	4.601947448	3.568931172	3.38225914
YJL063C	0.121974323	0.162723203	0.131179727	0.138104475	0.140963753	2.542810017	2.936394988	2.783648926	2.142060111	2.750959583
YJL064W	0.094859567	0.064170279	0.084044534	0.098069065	0.075332637	2.652876158	2.391744682	2.118999833	2.228349765	2.368333761
YJL065C	0.097324592	0.114566314	0.107784111	0.113805879	0.120704183	3.189863542	3.527071997	2.494669341	2.703648301	3.626985714
YJL066C	0.092016874	0.137877689	0.088888893	0.19555874	0.124588214	1.320782629	1.621320435	1.338967882	2.771256394	1.505465214
YJL067W	0.128904628	0.10065154	0.133685762	0.127623628	0.120399019	2.28068579	1.741265923	1.41323054	2.802233099	1.380238027
YJL068C	0.054888909	0.064742314	0.058457463	0.067670487	0.054535715	0.745356094	0.609980992	0.786971871	0.780549281	0.680319674
YJL069C	0.084877757	0.100184334	0.08247933	0.082151864	0.091411504	1.121344907	1.2015036	1.059153148	1.199486845	1.233611799
YJL071W	0.015571663	NA	0.016276678	0.013439289	0.017169603	0.258192566	0.268218582	0.301578456	0.273214362	0.293307318
YJL072C	0.047171628	0.050201916	0.051705577	0.051387703	0.046090667	1.236406247	1.030063476	1.036399674	1.153131215	1.281801306
YJL073W	0.033592135	0.036746559	0.039406665	0.033281933	0.041349849	2.862382031	3.73817453	5.038379651	4.181225348	5.077834862
YJL074C	0.062790596	0.065503217	0.072415946	0.073854458	0.079455425	1.490067047	1.305087884	1.138649004	1.199488864	1.166024611
YJL075C	0.215348949	0.123410263	0.23997813	0.190239963	0.208092873	3.360050287	2.499347773	2.586836367	2.0441164	2.617064579
YJL076W	0.165343177	0.170277157	0.17231774	0.176279108	0.197001909	11.10293878	10.84017522	9.850276253	8.946796014	12.58154917
YJL077C	0.069547345	0.061260187	0.090087194	0.078236729	0.087690572	NA	NA	NA	NA	NA
YJL078C	0.125697127	0.204381225	0.14480555	0.112435566	0.157415385	9.395670619	10.66465039	14.67636747	11.89121934	12.48649098
YJL079C	0.089891321	0.112345763	0.107613018	0.097632947	0.113197847	1.822532015	2.165681445	2.057498001	3.265770365	3.81474782
YJL080C	0.112818346	NA	0.128035474	0.116715381	0.176531069	5.6496304	6.059588168	4.370282176	4.691554183	6.784408866
YJL081C	0.077402935	0.080866578	0.08137925	0.087811485	0.084421836	2.404788833	2.553010915	3.77206135	2.969100278	3.403145949
YJL082W	0.051106436	0.059632666	0.056103356	0.056797626	0.067551439	1.221901988	1.56180238	1.648296766	1.621584534	1.750798687
YJL083W	0.113368555	NA	0.111229672	0.081865895	0.12604614	0.954601176	1.111910774	1.43050973	0.950834337	1.267086884
YJL084C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL085W	0.082222057	0.091932624	0.074806378	0.064705122	0.078744337	0.692915338	0.812582203	0.801479221	0.712108927	0.906463123
YJL086C	NA	NA	NA	NA	NA	NA	0.696990317	NA	NA	NA
YJL087C	0.042229502	0.051403245	0.042766182	0.041318365	0.05055064	0.853993061	0.987188934	0.984426519	0.875820424	1.068972132
YJL088W	0.005575687	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL089W	NA	NA	NA	NA	NA	NA	0.213870489	0.279310958	NA	0.259536106
YJL090C	0.035214205	0.036679405	0.037299081	0.034170519	0.041850937	1.124336687	1.324007953	1.387794131	1.35752522	1.479284607
YJL091C	0.023695522	0.024840869	0.026643551	0.022784943	0.027429613	0.560284521	0.555994617	0.604103865	0.503660795	0.671250229
YJL092W	0.088026847	0.079950543	0.09998994	0.086756686	0.092322246	1.769736896	1.844390733	1.952197433	1.782181018	2.069208545
YJL093C	0.041128239	0.044750044	0.041794846	0.041162759	0.043183684	0.416726132	0.489256482	0.456365687	0.490993979	0.485845775
YJL094C	0.026372241	0.03633088	0.026556322	0.031277431	0.033405571	0.44818587	0.471024143	0.377790163	0.462985955	0.509104295
YJL095W	0.058314556	0.060108784	0.052623174	0.056821157	0.061739605	2.330667059	2.668732866	2.572164206	2.404594735	2.364386049
YJL096W	0.064707996	0.069406959	0.070046033	0.074149303	0.064436504	0.573840198	0.623910083	0.500241135	0.54806927	0.672986772
YJL097W	0.046372563	0.036852894	0.05417388	0.047570456	0.04405357	1.616492773	0.966461494	0.990065032	0.887508407	1.586492785
YJL098W	0.162113758	0.137127849	0.142603439	0.138344935	0.144667978	4.067059889	4.987863831	6.073558422	4.60551634	4.927652056
YJL099W	0.053179522	0.061631074	0.051529637	0.055110967	0.055581967	1.031626919	1.222069543	1.142589282	1.169310108	1.157384074
YJL100W	0.036547535	NA	0.035694489	0.028420159	0.038559046	1.038979871	1.289922116	1.349516223	0.995702029	1.191549089
YJL101C	0.118199555	0.157992324	0.133867471	0.129598006	0.148751714	3.167235037	3.836900422	4.436298041	3.404464608	4.178042126
YJL103C	0.069328307	0.066421142	0.05203189	0.04803106	0.053856757	0.630265224	0.796482577	0.864693177	0.681076766	0.858328637
YJL104W	0.12091182	0.098732728	0.119769944	0.141838657	0.131921112	4.54176696	3.792666086	3.811195389	4.141953902	4.72655111
YJL105W	0.017357799	NA	0.018393537	0.015873012	0.018453044	0.260860838	0.336568316	0.240603138	0.198291023	0.260538577
YJL106W	0.020848346	0.023919741	0.027900563	0.020341766	0.022209453	0.364302228	0.379402031	0.531190403	0.361497719	0.407611043
YJL107C	0.036464643	0.039560884	0.035671107	0.037210835	0.041009132	0.288452582	0.279962547	0.3108839	0.233025822	0.322628981
YJL108C	0.02717044	0.030040338	0.028281389	0.025469951	0.020025449	0.397510606	0.414294452	0.537291856	0.440809296	0.321163432
YJL109C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL110C	0.040297336	0.036386989	0.036061793	0.036302907	0.040313549	2.123160287	2.386367403	2.120359298	2.155033353	2.120796509
YJL111W	0.122834907	0.121924369	0.111228535	0.114656648	0.12044386	4.51237021	4.916449564	4.466061072	5.184971647	4.580711655
YJL112W	0.069205611	0.077420341	0.074822968	0.073956714	0.074737862	0.825317576	0.916962817	0.929882584	0.95297795	0.919121324
YJL113W	0.047057276	NA	0.055461663	0.080968993	0.050135093	1.813671023	1.806166732	NA	2.368686337	1.727661207
YJL114W	0.020719612	0.020769351	0.025914122	0.021688076	0.02654182	0.253063015	0.19603288	0.211252227	0.185912331	0.226905583
YJL115W	0.05837274	0.067151488	0.080322859	0.066156603	0.059013172	6.735953861	6.296765013	10.13677841	7.97841735	10.10863218
YJL116C	0.056144644	0.049929828	0.058723914	0.060898733	0.056728613	0.275821202	0.29764895	0.294149863	0.345202432	0.310721654
YJL117W	0.146707152	0.127407648	0.168312266	0.154092272	0.16126356	1.820072497	2.097569092	2.177449547	2.2497408	2.660371256
YJL118W	0.086347131	0.095142431	0.085588002	0.091021842	0.090920593	1.584782527	1.795573323	1.780468032	1.614908603	2.045852326
YJL119C	0.03624497	0.025530274	0.040891092	0.034360327	0.039666565	2.014571695	2.181106112	2.326936863	2.002225816	2.205620105
YJL120W	0.043459798	0.031081151	0.040950337	0.037806178	0.03820477	1.741734396	1.508725799	1.77402452	1.676691215	1.490726726
YJL121C	0.055116039	0.06117575	0.046296909	0.052124904	0.056343091	3.688968772	4.49684042	3.585893804	4.474034913	5.185164881
YJL122W	0.110448184	0.123571132	0.107664337	0.111053492	0.112385309	3.560845955	4.419480923	2.868666306	3.905129387	4.511299641
YJL123C	0.123011996	0.130933301	0.12793244	0.125566531	0.10954498	5.246265023	5.096397648	7.866041049	5.802504971	6.038963696
YJL124C	0.113587304	0.12435381	0.106983584	0.114615568	0.121830792	8.030344363	9.429881135	6.516728019	7.856724683	10.18098512
YJL125C	0.086853382	0.081068441	0.083788298	0.077050756	0.080426267	1.222858365	0.797184503	0.770617675	0.959749417	1.127418772
YJL126W	0.064007726	0.063365411	0.065038522	0.070877722	0.067477219	0.249953728	0.22920515	0.285706614	0.249054676	0.240528375
YJL127C	0.103169571	0.114962359	0.106152388	0.093199903	0.115867507	1.717759426	1.884140135	2.292070071	1.676442715	2.005506024
YJL128C	0.114984005	0.124695774	0.108763395	0.107729415	0.125217893	3.134472466	4.490096449	4.781204249	4.406445301	5.328686902
YJL129C	0.166932086	0.149968629	0.182384738	0.220842129	0.17446696	2.247845419	2.134683218	1.783244584	2.191685935	2.337763866
YJL130C	0.151928045	0.15623899	0.135987509	0.129450019	0.131537958	6.176718142	5.999839106	5.710854474	5.178653435	5.049431739
YJL131C	0.030102642	0.030896453	0.032267837	0.033072409	0.03145447	1.434775245	1.460741575	1.540310522	1.294510676	1.968840034
YJL132W	0.02194652	0.022036321	0.022385379	0.020613925	0.021518369	0.484863129	0.564313436	0.577806496	0.50427661	0.590772959
YJL133W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL134W	0.053656311	0.067829039	0.059676998	0.062892248	0.065466973	0.191830971	0.161879907	0.181368851	0.176710231	0.211932267
YJL135W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL136C	0.56685909	0.484726641	0.464269898	0.492983611	0.437421363	22.40937755	24.35003949	14.72441069	19.73407718	20.4606122
YJL137C	0.033080041	0.034538498	0.033956953	0.033550272	0.03564319	1.162375067	1.121206137	0.948000563	1.209653366	1.28902853
YJL138C	0.136153917	0.16218648	0.123161451	0.12649967	0.128448952	38.0337389	39.59848859	30.24287632	32.07600199	41.5297359
YJL139C	0.047514011	0.054507439	0.050450905	0.044037795	0.064016283	0.59543391	0.702518645	0.643541929	0.705345958	0.897045395
YJL140W	0.192510798	0.197853814	0.159063174	0.194659412	0.186506345	4.811489942	5.293048484	3.461064866	5.005905391	5.355171817
YJL141C	0.029564328	0.045975389	0.032024752	0.034906963	0.041117547	0.938685078	1.087445306	1.16683343	1.006799623	1.242741224
YJL142C	0.04649275	0.039438087	0.051692128	0.04746267	0.048543945	NA	NA	NA	NA	NA
YJL143W	0.184382647	0.161807906	0.16170929	0.190907641	0.165715049	3.452442173	2.92700132	3.094032978	2.510174061	2.880542537
YJL144W	0.464093775	0.377166548	0.424390875	0.438096063	0.372980463	1.285323455	1.127978174	1.308428552	1.047980462	1.395121498
YJL145W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL146W	0.044801487	0.055331512	0.048838162	0.041383737	0.054993198	0.538519045	0.575940906	0.585735117	0.503794107	0.63100426
YJL147C	0.041834451	0.043357422	0.045531682	0.036498747	0.049584453	0.916294203	1.047093254	1.035710349	0.918253828	0.962504058
YJL148W	0.123295896	0.122674006	0.138942076	0.13549048	0.122142408	13.03338614	11.63646001	14.62382642	11.37715794	10.02942778
YJL149W	0.034375563	0.034820094	0.033925498	0.032396931	0.032844511	1.038458964	1.264884057	1.145586702	1.160181799	1.250421514
YJL150W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL151C	0.637269519	0.576090421	0.622931871	0.679886002	0.576122009	5.148181214	4.960107259	5.726806125	4.414955315	4.913153759
YJL152W	0.619310427	0.641007572	0.56787027	0.687465543	0.577234098	1.043233149	0.859952691	0.697753063	0.833682434	0.732303678
YJL153C	0.015778465	0.017187329	0.016260146	0.017145005	0.018233615	0.268117672	0.261600919	0.283613289	NA	0.308923888
YJL154C	0.059138842	0.071726197	0.073330109	0.059739268	0.073295641	2.800881285	3.027239746	2.914034844	2.456547104	2.92847274
YJL155C	0.04526973	0.058114738	0.048505088	0.052879313	0.056292325	0.39820868	0.338452511	0.306687825	0.342955993	0.534353997
YJL156C	0.083429831	0.102880567	0.084480486	0.083813572	0.091373128	2.245246598	2.498938306	2.413879835	2.287233059	2.432879061
YJL157C	0.181167509	0.18198787	0.167111392	0.15844689	0.197703289	2.197628214	2.180626176	2.241826317	2.47152097	2.511809068
YJL158C	0.20366193	0.249886673	0.151173433	0.200216566	0.231021341	21.56794983	20.44106534	21.15840921	18.5213503	20.73881743
YJL159W	0.245714331	0.364009686	0.230855437	0.1529487	0.341921066	37.38349653	38.81702251	36.18606279	34.94528731	29.96616852
YJL160C	0.038204812	0.037409892	0.036224372	0.035253919	0.033195985	0.352459488	0.360657153	0.35020545	0.317301982	0.324780056
YJL161W	0.052517336	0.059442583	0.048740042	0.058368632	0.054819841	0.59129505	0.742397888	0.690225163	0.630112644	0.653838711
YJL162C	0.035454295	0.032829293	0.035549495	0.030790172	0.029455832	1.402529675	1.45659192	1.716118117	1.328502388	1.483139788
YJL163C	0.020536378	0.027597112	0.023391678	0.026721477	0.025879964	0.210007998	0.256536504	0.254052322	0.290927625	0.29985626
YJL164C	0.02813611	0.040665458	0.036282409	0.036437734	0.040797249	1.267047908	1.308917362	1.237126449	1.348484098	1.748494162
YJL165C	0.075755366	0.105706535	0.075647386	0.09247084	0.098550449	1.047012246	1.156195794	1.24529082	1.111063663	1.201884608
YJL166W	0.079827761	0.073842174	0.059513803	0.126956129	0.10663048	11.87813521	9.500298906	8.438097188	8.072739565	9.918442349
YJL167W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL168C	0.07037547	0.073606455	0.077162325	0.073160229	0.078357577	2.042521586	2.491166172	2.307835064	2.284707929	1.88200661
YJL169W	0.053101451	0.043949867	0.05890815	0.051112879	0.048376443	0.904178777	0.626716962	0.58652203	0.613573282	0.692868001
YJL170C	0.04888628	0.045575926	0.044564695	0.050550808	0.039753721	0.403069949	0.383290898	0.385328292	0.376742034	0.353602288
YJL171C	0.143615326	0.173788307	0.129660969	0.167498817	0.178698375	0.800629677	0.674882566	0.64807524	0.704180691	0.861953068
YJL172W	0.052851684	0.067207984	0.056102243	0.055124801	0.063717456	4.440153418	4.782345825	5.000160439	4.806989559	4.970330008
YJL173C	0.067900508	0.049074384	0.084369985	0.073523266	0.064226571	3.055078315	1.894549797	1.640240007	1.775905561	2.332053385
YJL174W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL175W	0.0924202	0.085241125	0.072576312	0.080384164	0.070224339	2.710303435	2.632905337	2.510097962	2.962142306	2.147015094
YJL176C	0.057617521	0.067272218	0.056640844	0.055033027	0.062119861	3.41518237	4.409433348	4.025129272	4.041168032	4.189692005
YJL177W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL178C	0.131633555	0.112942552	0.09721644	0.113632345	0.100067302	1.912274478	1.737056342	1.845512896	1.98241252	1.597242375
YJL179W	0.143356731	NA	0.09763267	0.140668977	0.107816532	7.170025139	7.014190981	6.751788636	6.110310135	6.993248748
YJL180C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL181W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL182C	NA	NA	0.029569624	0.025411165	NA	NA	NA	NA	NA	NA
YJL183W	0.049688191	NA	0.049163251	0.042178293	0.051987263	1.147544899	1.451693767	1.389531797	1.383199284	1.420489491
YJL184W	0.167657296	0.128498386	0.160756993	0.174374942	0.129504617	3.917388222	4.273648483	5.066230457	4.350512183	4.439961735
YJL185C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL186W	0.121159565	0.135717989	0.113645259	0.103676913	0.131389685	1.401635336	1.590648858	1.412333714	1.46114956	1.48449853
YJL187C	0.043727267	0.050439515	0.042058073	0.04527011	0.045501089	1.375186372	1.811826626	1.690195187	1.620804643	1.602534446
YJL188C	0.378595486	0.404099325	0.375314799	0.383808788	0.366191588	4.892649089	3.768668384	3.203057474	3.330941334	4.69234751
YJL189W	0.89420405	0.850623302	1.037317238	0.971115495	1.046082526	8.156442275	5.784770277	5.280827627	5.478677918	7.760553536
YJL190C	0.317487189	0.241173963	0.254518632	0.248735188	0.203093892	15.39076711	12.15973932	14.11903528	10.27011283	11.38767209
YJL191W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL192C	0.053644603	0.051787426	0.053004971	0.048549376	0.056440046	5.315546999	3.800548013	4.170461368	3.580404909	4.357112643
YJL193W	NA	NA	0.039379454	NA	NA	NA	NA	1.183335229	NA	NA
YJL194W	0.069951252	0.061273908	0.057931883	0.048487112	0.044040355	0.88963684	1.14143411	1.072543209	0.955369543	0.691931729
YJL195C	0.055481611	0.060092011	0.053731327	0.049978918	0.047149175	0.808892189	0.818974262	0.823395973	0.76994884	0.766519144
YJL196C	0.102983457	0.110282825	0.106603738	0.092983289	0.10461984	0.682825248	0.719582548	0.830052266	0.638611627	0.644522275
YJL197W	0.083046965	0.0704117	0.088877281	0.087942373	0.074245052	1.387131557	1.108772953	1.526191631	1.428471309	1.465679953
YJL198W	0.062830079	0.06849758	0.05550367	0.055826396	0.061265846	1.154864817	1.62743265	1.303898012	1.479669132	1.433621105
YJL199C	0.022455703	NA	0.026199051	0.028621597	0.021211567	NA	NA	NA	NA	NA
YJL200C	0.072877523	0.070170864	0.060116227	0.060771435	0.056885478	1.847952491	2.218223108	1.711508012	1.825837165	1.842975775
YJL201W	0.032946745	NA	0.035196818	0.033489295	0.040620708	0.284317905	0.368618894	0.352116674	0.355782611	0.409074939
YJL202C	0.261913555	0.19693569	0.258840911	0.333286691	0.334776827	1.875240594	2.287870831	2.3275576	1.264921596	2.104664024
YJL203W	0.085654	0.065857964	0.091660922	0.071513394	0.088750371	3.082031049	3.709836111	4.228908548	3.118731621	3.838248586
YJL204C	0.016076398	0.018286224	0.016572942	0.016694979	0.020711112	0.580941762	0.83200396	0.741805767	0.717515484	0.869154904
YJL205C-A	NA	NA	NA	0.036984022	NA	2.168417578	2.362474638	NA	NA	2.160021989
YJL206C	0.034077722	0.034714939	0.03458765	0.033591467	0.033174434	0.92510088	0.986903296	0.976562314	1.020961748	1.002640819
YJL206C-A	0.070512305	0.066214827	0.053398094	0.078438644	0.064216845	3.544646818	4.380045343	3.733052977	3.396264235	4.41092939
YJL207C	0.059020549	0.051294258	0.065027232	0.057243742	0.06143049	1.440519061	1.149213909	1.22548729	1.099095516	1.253948144
YJL208C	0.064452214	0.065039627	0.078596201	0.060138138	0.071011771	2.197524574	2.298914444	2.162748122	2.437969131	2.607236219
YJL209W	0.073428039	0.079057263	0.061342263	0.071512695	0.067450542	1.697071134	2.002478982	1.59104036	2.113627888	2.288675416
YJL210W	0.06564567	0.077473793	0.066461876	0.065989952	0.079637313	0.413084629	0.474007088	NA	0.372772701	0.454743067
YJL211C	0.080067914	0.087484768	0.09376153	0.09097229	0.089459458	NA	NA	NA	NA	NA
YJL212C	0.08522439	0.099001238	0.07394774	0.079471145	0.079913423	1.405767946	1.480569904	1.41619338	1.530079319	1.322510196
YJL213W	0.152004775	0.16215701	0.146526369	0.143952994	0.157721382	0.321281749	0.303002578	0.356686783	0.311058304	0.37085237
YJL214W	0.021898607	NA	0.021617072	0.019520443	0.028764926	0.411698023	0.468217845	0.662514228	0.447077057	0.702346423
