# Velculescu et al. 1997, via Lu et al. 2007
orf	sage
YJL140W	3
YJL141C	NA
YJL142C	2
YJL143W	4
YJL144W	1
YJL145W	NA
YJL146W	NA
YJL147C	NA
YJL148W	2
YJL149W	NA
YJL150W	NA
YJL151C	9
YJL152W	1
YJL153C	NA
YJL154C	1
YJL155C	2
YJL156C	NA
YJL156W-A	NA
YJL157C	NA
YJL158C	31
YJL159W	1
YJL160C	NA
YJL161W	4
YJL162C	NA
YJL163C	3
YJL164C	NA
YJL165C	3
YJL166W	6
YJL168C	1
YJL169W	NA
YJL170C	NA
YJL171C	14
YJL172W	3
YJL173C	NA
YJL174W	7
YJL175W	NA
YJL176C	NA
YJL177W	2
YJL178C	4
YJL179W	NA
YJL180C	NA
YJL181W	1
YJL182C	NA
YJL183W	2
YJL184W	NA
YJL185C	NA
YJL186W	3
YJL187C	NA
YJL188C	1
YJL189W	NA
YJL190C	41
YJL191W	8
YJL192C	3
YJL193W	NA
YJL194W	NA
YJL195C	NA
YJL196C	7
YJL197W	1
YJL198W	2
YJL199C	NA
YJL200C	1
YJL201W	NA
YJL202C	NA
YJL203W	1
YJL204C	NA
YJL205C-A	NA
YJL206C	NA
YJL207C	NA
YJL208C	NA
YJL209W	NA
YJL210W	NA
YJL211C	NA
YJL212C	NA
YJL213W	1
YJL214W	NA
YJL215C	NA
YJL216C	NA
YJL217W	6
YJL218W	NA
YJL219W	NA
YJL220W	NA
YJL221C	NA
YJL222W	NA
YJL223C	NA
YJL225C	NA
YJR001W	5
YJR002W	2
YJR003C	NA
YJR004C	NA
YJR005W	1
YJR006W	2
YJR007W	8
YJR008W	1
YJR010C-A	NA
YJR010W	1
YJR011C	NA
YJR012C	NA
YJR013W	NA
YJR014W	6
YJR015W	4
YJR016C	6
YJR017C	NA
YJR018W	NA
YJR019C	NA
YJR020W	NA
YJR021C	1
YJR022W	NA
YJR023C	NA
YJR024C	NA
YJR025C	2
YJR026W	NA
YJR027W	NA
YJR028W	NA
YJR029W	NA
YJR030C	NA
YJR031C	1
YJR032W	NA
YJR033C	1
YJR034W	2
YJR035W	NA
YJR036C	1
YJR037W	NA
YJR038C	NA
YJR039W	NA
YJR040W	NA
YJR041C	1
YJR042W	1
YJR043C	NA
YJR044C	1
YJR046W	1
YJR047C	NA
YJR048W	3
YJR049C	1
YJR050W	NA
YJR051W	3
YJR052W	2
YJR053W	NA
YJR054W	NA
YJR055W	NA
YJR056C	NA
YJR057W	3
YJR058C	2
YJR059W	4
YJR060W	NA
YJR061W	NA
YJR062C	NA
YJR063W	NA
YJR064W	9
YJR065C	4
YJR066W	NA
YJR067C	NA
YJR068W	NA
YJR069C	1
YJR070C	4
YJR071W	NA
YJR072C	1
YJR073C	6
YJR074W	1
YJR075W	NA
YJR076C	NA
YJR077C	3
YJR078W	NA
YJR079W	NA
YJR080C	NA
YJR082C	2
YJR083C	1
YJR084W	1
YJR085C	4
YJR086W	1
YJR087W	NA
YJR088C	2
YJR089W	NA
YJR090C	2
YJR091C	NA
YJR092W	NA
YJR093C	1
YJR094C	NA
YJR094W-A	NA
YJR095W	NA
YJR096W	2
YJR097W	NA
YJR098C	4
YJR099W	NA
YJR100C	NA
YJR101W	3
YJR102C	3
YJR103W	1
YJR105W	1
YJR106W	NA
YJR107W	NA
YJR108W	NA
YJR109C	2
YJR110W	NA
YJR111C	1
YJR112W	1
YJR113C	1
YJR114W	NA
YJR115W	NA
YJR116W	1
YJR117W	5
YJR118C	2
YJR119C	NA
YJR120W	NA
YJR122W	NA
YJR123W	NA
YJR124C	NA
YJR125C	5
YJR126C	4
YJR127C	NA
YJR128W	NA
YJR129C	NA
YJR130C	1
YJR131W	1
YJR132W	2
YJR133W	NA
YJR134C	1
YJR135C	NA
YJR135W-A	NA
YJR136C	NA
YJR137C	NA
YJR138W	1
YJR139C	10
YJR140C	NA
YJR141W	1
YJR142W	NA
YJR143C	5
YJR144W	1
YJR145C	34
YJR146W	NA
YJR147W	NA
YJR148W	13
YJR149W	NA
YJR150C	NA
YJR151C	NA
YJR152W	NA
YJR153W	NA
YJR154W	NA
YJR155W	NA
YJR156C	NA
YJR157W	NA
YJR158W	NA
YJR159W	NA
YJR160C	NA
YJR161C	NA
YJR162C	NA
YKL001C	NA
YKL002W	4
YKL003C	NA
YKL004W	1
YKL005C	NA
YKL006C-A	NA
YKL006W	NA
YKL007W	3
YKL008C	1
YKL009W	1
YKL010C	NA
YKL011C	NA
YKL012W	3
YKL013C	7
YKL014C	1
YKL015W	NA
YKL016C	NA
YKL017C	NA
YKL018C-A	NA
YKL018W	NA
YKL019W	4
YKL020C	NA
YKL021C	NA
YKL022C	NA
YKL023W	1
YKL024C	4
YKL025C	1
YKL026C	NA
YKL027W	2
YKL028W	NA
YKL029C	5
YKL030W	NA
YKL031W	NA
YKL032C	1
YKL033W	1
YKL033W-A	2
YKL034W	NA
YKL035W	7
YKL036C	NA
YKL037W	NA
YKL038W	NA
YKL039W	2
YKL040C	2
YKL041W	1
YKL042W	NA
YKL043W	NA
YKL044W	NA
YKL045W	1
YKL046C	4
YKL047W	1
YKL048C	NA
YKL049C	NA
YKL050C	NA
YKL051W	2
YKL052C	NA
YKL053C-A	1
YKL053W	NA
YKL054C	1
YKL055C	NA
YKL057C	2
YKL058W	1
YKL059C	3
YKL061W	2
YKL062W	2
YKL063C	NA
YKL064W	4
YKL065C	2
YKL066W	7
YKL067W	NA
YKL068W	NA
YKL069W	NA
YKL070W	NA
YKL071W	NA
YKL072W	NA
YKL073W	3
YKL074C	NA
YKL075C	NA
YKL076C	NA
YKL077W	NA
YKL078W	1
YKL079W	NA
YKL080W	NA
YKL081W	58
YKL082C	NA
YKL083W	NA
YKL084W	2
YKL085W	14
YKL086W	NA
YKL087C	1
YKL088W	NA
YKL089W	NA
YKL090W	1
YKL091C	NA
YKL092C	NA
YKL093W	NA
YKL094W	2
YKL095W	NA
YKL096W	12
YKL096W-A	NA
YKL097C	NA
YKL098W	NA
YKL099C	1
YKL100C	2
YKL101W	NA
YKL102C	NA
YKL103C	NA
YKL104C	4
YKL105C	NA
YKL106C-A	NA
YKL106W	NA
YKL107W	NA
YKL108W	1
YKL109W	5
YKL110C	NA
YKL111C	NA
YKL112W	NA
YKL113C	NA
YKL114C	6
YKL115C	NA
YKL116C	2
YKL117W	NA
YKL118W	NA
YKL119C	3
YKL120W	5
YKL121W	NA
YKL122C	5
YKL123W	NA
YKL124W	2
YKL125W	NA
YKL126W	1
YKL127W	1
YKL128C	NA
YKL129C	NA
YKL130C	1
YKL131W	NA
YKL132C	NA
YKL133C	1
YKL134C	NA
YKL135C	1
YKL136W	NA
YKL137W	NA
YKL138C	NA
YKL139W	NA
YKL140W	2
YKL141W	NA
YKL142W	NA
YKL143W	1
YKL144C	NA
YKL145W	1
YKL146W	1
YKL147C	NA
YKL148C	NA
YKL149C	1
YKL150W	3
YKL151C	3
YKL152C	228
YKL153W	2
YKL154W	NA
YKL155C	NA
YKL156W	NA
YKL157W	3
YKL159C	2
YKL160W	2
YKL161C	1
YKL162C	NA
YKL162C-A	1
YKL163W	1
YKL164C	3
YKL165C	NA
YKL165C-A	NA
YKL166C	1
YKL167C	NA
YKL168C	NA
YKL169C	NA
YKL170W	1
YKL171W	NA
YKL172W	1
YKL173W	1
YKL174C	NA
YKL175W	3
YKL176C	NA
YKL177W	NA
YKL178C	NA
YKL179C	1
YKL180W	NA
YKL181W	5
YKL182W	8
YKL183W	NA
YKL184W	2
YKL185W	1
YKL186C	1
YKL187C	NA
YKL188C	NA
YKL189W	NA
YKL190W	4
YKL191W	1
YKL192C	1
YKL193C	3
YKL194C	1
YKL195W	6
YKL196C	2
YKL197C	1
YKL198C	NA
YKL199C	1
YKL201C	NA
YKL202W	NA
YKL203C	1
YKL204W	NA
YKL205W	NA
YKL206C	2
YKL207W	2
YKL208W	NA
YKL209C	NA
YKL211C	NA
YKL212W	6
YKL213C	2
YKL214C	1
YKL215C	NA
YKL216W	NA
YKL217W	1
YKL218C	NA
YKL219W	1
YKL220C	NA
YKL221W	NA
YKL222C	NA
YKL223W	NA
YKL224C	NA
YKL225W	NA
YKR001C	3
YKR002W	NA
YKR003W	2
YKR004C	NA
YKR005C	1
YKR006C	2
YKR007W	NA
YKR008W	NA
YKR009C	2
YKR010C	NA
YKR011C	3
YKR012C	NA
YKR013W	1
YKR014C	NA
YKR015C	NA
YKR016W	4
YKR017C	NA
YKR018C	NA
YKR019C	NA
YKR020W	NA
YKR021W	NA
YKR022C	NA
YKR023W	NA
YKR024C	NA
YKR025W	NA
YKR026C	NA
YKR027W	1
YKR028W	NA
YKR029C	1
YKR030W	NA
YKR031C	NA
YKR032W	NA
YKR033C	NA
YKR034W	NA
YKR035C	NA
YKR035W-A	NA
YKR036C	1
YKR037C	1
YKR038C	NA
YKR039W	NA
YKR040C	NA
YKR041W	NA
YKR042W	12
YKR043C	4
YKR044W	1
YKR045C	NA
YKR046C	NA
YKR047W	NA
YKR048C	2
YKR049C	4
YKR050W	NA
YKR051W	NA
YKR052C	3
YKR053C	NA
YKR054C	NA
YKR055W	NA
YKR056W	NA
YKR057W	NA
YKR058W	NA
YKR059W	NA
YKR060W	1
YKR061W	2
YKR062W	2
YKR063C	NA
YKR064W	NA
YKR065C	4
YKR066C	1
YKR067W	1
YKR068C	1
YKR069W	NA
YKR070W	NA
YKR071C	3
YKR072C	1
YKR073C	NA
YKR074W	6
YKR075C	NA
YKR076W	NA
YKR077W	NA
YKR078W	NA
YKR079C	NA
YKR080W	3
YKR081C	NA
YKR082W	NA
YKR083C	NA
YKR084C	1
YKR085C	NA
YKR086W	NA
YKR087C	NA
YKR088C	2
YKR089C	2
YKR090W	NA
YKR091W	7
YKR092C	NA
YKR093W	2
YKR094C	NA
YKR095W	NA
YKR096W	1
YKR097W	NA
YKR098C	NA
YKR099W	NA
YKR100C	1
YKR101W	NA
YKR102W	NA
YKR103W	NA
YKR104W	NA
YKR105C	NA
YKR106W	NA
YLL001W	1
YLL002W	NA
YLL003W	NA
YLL004W	NA
YLL005C	NA
YLL006W	NA
YLL007C	NA
YLL008W	6
YLL009C	3
YLL010C	NA
YLL011W	1
YLL012W	1
YLL013C	NA
YLL014W	2
YLL015W	1
YLL018C	9
YLL018C-A	1
YLL019C	NA
YLL020C	NA
YLL021W	1
YLL022C	NA
YLL023C	6
YLL025W	NA
YLL027W	NA
YLL028W	1
YLL029W	1
YLL030C	NA
YLL031C	2
YLL032C	NA
YLL033W	NA
YLL034C	NA
YLL035W	NA
YLL036C	NA
YLL037W	NA
YLL038C	NA
YLL039C	1
YLL040C	1
YLL041C	1
YLL042C	1
YLL043W	1
YLL044W	NA
YLL045C	34
YLL046C	NA
YLL047W	NA
YLL048C	7
YLL049W	2
YLL050C	18
YLL051C	1
YLL052C	NA
YLL053C	1
YLL054C	NA
YLL055W	NA
YLL056C	NA
YLL057C	NA
YLL058W	NA
YLL059C	NA
YLL060C	1
YLL061W	1
YLL062C	NA
YLL063C	NA
YLL064C	NA
YLL065W	NA
YLL066C	NA
YLL067C	NA
YLR001C	1
YLR002C	NA
YLR003C	NA
YLR004C	NA
YLR005W	NA
YLR006C	NA
YLR007W	NA
YLR008C	NA
YLR009W	2
YLR010C	NA
YLR011W	NA
YLR012C	NA
YLR013W	NA
YLR014C	NA
YLR015W	2
YLR016C	NA
YLR017W	3
YLR018C	1
YLR019W	1
YLR020C	NA
YLR021W	NA
YLR022C	1
YLR023C	1
YLR024C	NA
YLR025W	2
YLR026C	1
YLR027C	8
YLR028C	2
YLR029C	NA
YLR030W	NA
YLR031W	NA
YLR032W	NA
YLR033W	1
YLR034C	NA
YLR035C	NA
YLR035C-A	NA
YLR036C	NA
YLR037C	NA
YLR038C	6
YLR039C	2
YLR040C	2
YLR041W	NA
YLR042C	NA
YLR043C	NA
YLR045C	NA
YLR046C	1
YLR047C	NA
YLR048W	NA
YLR049C	2
YLR050C	3
YLR051C	1
YLR052W	1
YLR053C	NA
YLR054C	NA
YLR055C	NA
YLR056W	8
YLR057W	1
YLR058C	10
YLR059C	NA
YLR060W	2
YLR061W	NA
YLR062C	NA
YLR063W	NA
YLR064W	2
YLR065C	1
YLR066W	NA
YLR067C	1
YLR068W	NA
YLR069C	1
YLR070C	NA
YLR071C	1
YLR072W	NA
YLR073C	NA
YLR074C	1
YLR075W	73
YLR076C	NA
YLR077W	NA
YLR078C	NA
YLR079W	2
YLR080W	NA
YLR081W	1
YLR082C	NA
YLR083C	NA
YLR084C	NA
YLR085C	NA
YLR086W	NA
YLR087C	1
YLR088W	1
YLR089C	5
YLR090W	2
YLR091W	1
YLR092W	NA
YLR093C	NA
YLR094C	NA
YLR095C	1
YLR096W	NA
YLR097C	NA
YLR098C	NA
YLR099C	NA
YLR099W-A	NA
YLR100W	5
YLR101C	NA
YLR102C	NA
YLR103C	NA
YLR104W	NA
YLR105C	1
YLR106C	NA
YLR107W	1
YLR108C	NA
YLR110C	1
YLR111W	NA
YLR112W	2
YLR113W	6
YLR114C	NA
YLR115W	1
YLR116W	NA
YLR117C	NA
YLR118C	1
YLR119W	NA
YLR120C	7
YLR121C	NA
YLR122C	1
YLR123C	NA
YLR124W	NA
YLR125W	NA
YLR126C	NA
YLR127C	1
YLR128W	NA
YLR129W	NA
YLR130C	2
YLR131C	NA
YLR132C	NA
YLR133W	1
YLR134W	NA
YLR135W	NA
YLR136C	NA
YLR137W	1
YLR138W	2
YLR139C	NA
YLR140W	NA
YLR141W	NA
YLR142W	NA
YLR143W	NA
YLR144C	NA
YLR145W	NA
YLR146C	1
YLR147C	NA
YLR148W	1
YLR149C	2
YLR149C-A	NA
YLR150W	51
YLR151C	NA
YLR152C	NA
YLR153C	5
YLR154C	NA
YLR155C	NA
YLR156W	NA
YLR157C	NA
YLR157C-A	NA
YLR157C-B	NA
YLR158C	NA
YLR159W	NA
YLR160C	NA
YLR161W	NA
YLR162W	NA
YLR163C	1
YLR164W	NA
YLR165C	1
YLR166C	NA
YLR167W	1
YLR168C	NA
YLR169W	NA
YLR170C	1
YLR171W	NA
YLR172C	1
YLR173W	NA
YLR174W	NA
YLR175W	1
YLR176C	NA
YLR177W	NA
YLR178C	1
YLR179C	3
YLR181C	1
YLR182W	2
YLR183C	NA
YLR184W	NA
YLR185W	NA
YLR186W	4
YLR187W	NA
YLR188W	2
YLR189C	NA
YLR190W	1
YLR191W	1
YLR192C	5
YLR193C	1
YLR194C	NA
YLR195C	NA
YLR196W	3
YLR197W	12
YLR198C	NA
YLR199C	1
YLR200W	NA
YLR201C	NA
YLR202C	NA
YLR203C	NA
YLR204W	2
YLR205C	NA
YLR206W	3
YLR207W	NA
YLR208W	NA
YLR209C	3
YLR210W	NA
YLR211C	NA
YLR212C	NA
YLR213C	NA
YLR214W	NA
YLR215C	NA
YLR216C	NA
YLR217W	NA
YLR218C	1
YLR219W	1
YLR220W	NA
YLR221C	3
YLR222C	NA
YLR223C	NA
YLR224W	NA
YLR225C	NA
YLR226W	1
YLR227C	1
YLR227W-A	NA
YLR227W-B	NA
YLR228C	NA
YLR229C	10
YLR230W	NA
YLR231C	NA
YLR232W	NA
YLR233C	NA
YLR234W	NA
YLR235C	NA
YLR236C	NA
YLR237W	NA
YLR238W	NA
YLR239C	NA
YLR240W	NA
YLR241W	NA
YLR242C	NA
YLR243W	1
YLR244C	1
YLR245C	NA
YLR246W	1
YLR247C	NA
YLR248W	2
YLR250W	1
YLR251W	1
YLR252W	NA
YLR253W	NA
YLR254C	2
YLR255C	NA
YLR256W	NA
YLR256W-A	NA
YLR257W	NA
YLR258W	5
YLR260W	1
YLR261C	NA
YLR262C	NA
YLR262C-A	7
YLR263W	NA
YLR264W	NA
YLR265C	1
YLR266C	NA
YLR267W	NA
YLR268W	NA
YLR269C	NA
YLR270W	NA
YLR271W	NA
YLR272C	2
YLR273C	NA
YLR274W	2
YLR275W	1
YLR276C	5
YLR277C	NA
YLR278C	NA
YLR279W	NA
YLR280C	NA
YLR281C	NA
YLR282C	NA
YLR283W	NA
YLR284C	NA
YLR285W	8
YLR286C	15
YLR287C	1
YLR287C-A	56
YLR288C	NA
YLR289W	NA
YLR290C	1
YLR291C	NA
YLR292C	1
YLR294C	NA
YLR295C	1
YLR296W	NA
YLR297W	NA
YLR298C	NA
YLR299W	NA
YLR300W	9
YLR301W	NA
YLR302C	NA
YLR303W	39
YLR304C	9
YLR305C	NA
YLR306W	NA
YLR307W	NA
YLR308W	NA
YLR309C	1
YLR310C	1
YLR311C	NA
YLR312C	NA
YLR312W-A	NA
YLR313C	NA
YLR314C	NA
YLR315W	NA
YLR316C	NA
YLR317W	NA
YLR318W	NA
YLR319C	1
YLR320W	NA
YLR321C	NA
YLR322W	NA
YLR323C	NA
YLR324W	1
YLR325C	NA
YLR326W	NA
YLR327C	8
YLR328W	NA
YLR329W	NA
YLR330W	9
YLR331C	NA
YLR332W	2
YLR333C	38
YLR334C	NA
YLR335W	1
YLR336C	NA
YLR337C	NA
YLR338W	NA
YLR339C	2
YLR340W	47
YLR341W	NA
YLR342W	11
YLR343W	NA
YLR344W	1
YLR345W	1
YLR346C	NA
YLR347C	NA
YLR348C	NA
YLR349W	NA
YLR350W	1
YLR351C	3
YLR352W	NA
YLR353W	1
YLR356W	2
YLR357W	1
YLR358C	NA
YLR359W	3
YLR360W	1
YLR361C	NA
YLR362W	NA
YLR363C	1
YLR363W-A	NA
YLR364W	NA
YLR365W	NA
YLR366W	NA
YLR367W	21
YLR368W	1
YLR369W	NA
YLR370C	2
YLR371W	1
YLR372W	9
YLR373C	NA
YLR374C	NA
YLR375W	2
YLR376C	NA
YLR377C	NA
YLR378C	1
YLR379W	NA
YLR380W	NA
YLR381W	1
YLR382C	1
YLR383W	NA
YLR384C	NA
YLR385C	NA
YLR386W	NA
YLR387C	4
YLR388W	NA
YLR389C	NA
YLR390W	NA
YLR390W-A	NA
YLR392C	1
YLR393W	NA
YLR394W	NA
YLR395C	8
YLR396C	NA
YLR397C	NA
YLR398C	1
YLR399C	NA
YLR400W	NA
YLR401C	NA
YLR402W	NA
YLR403W	1
YLR404W	1
YLR405W	1
YLR406C	22
YLR407W	NA
YLR408C	3
YLR409C	1
YLR410W	1
YLR410W-A	NA
YLR410W-B	NA
YLR411W	NA
YLR412W	2
YLR413W	NA
YLR414C	5
YLR415C	NA
YLR416C	NA
YLR417W	1
YLR418C	NA
YLR419W	1
YLR420W	2
YLR421C	4
YLR422W	NA
YLR423C	NA
YLR424W	NA
YLR425W	NA
YLR426W	NA
YLR427W	3
YLR428C	NA
YLR429W	NA
YLR430W	NA
YLR431C	NA
YLR432W	NA
YLR433C	NA
YLR434C	NA
YLR435W	NA
YLR436C	NA
YLR437C	NA
YLR438C-A	NA
YLR438W	NA
YLR439W	1
YLR440C	NA
YLR441C	45
YLR442C	NA
YLR443W	NA
YLR444C	NA
YLR445W	NA
YLR446W	NA
YLR447C	7
YLR448W	NA
YLR449W	7
YLR450W	1
YLR451W	1
YLR452C	1
YLR453C	NA
YLR454W	1
YLR455W	NA
YLR456W	NA
YLR457C	NA
YLR458W	NA
YLR459W	1
YLR460C	NA
YLR461W	NA
YLR462W	NA
YLR463C	NA
YLR464W	NA
YLR465C	NA
YLR466W	NA
YLR467W	NA
YML001W	9
YML002W	NA
YML003W	1
YML004C	3
YML005W	NA
YML006C	NA
YML007C-A	NA
YML007W	NA
YML008C	19
YML009C	1
YML009C-A	NA
YML009W-B	NA
YML010W	NA
YML011C	1
YML012C-A	NA
YML012W	5
YML013W	1
YML014W	1
YML015C	NA
YML016C	6
YML017W	NA
YML018C	3
YML019W	NA
YML020W	1
YML021C	NA
YML022W	NA
YML023C	NA
YML024W	NA
YML025C	NA
YML026C	69
YML027W	NA
YML028W	55
YML029W	2
YML030W	1
YML031W	2
YML032C	NA
YML034C-A	NA
YML034W	NA
YML035C	NA
YML036W	NA
YML037C	NA
YML038C	2
YML039W	NA
YML040W	NA
YML041C	NA
YML042W	NA
YML043C	NA
YML045W	NA
YML045W-A	NA
YML046W	NA
YML047C	NA
YML047W-A	NA
YML048W	6
YML049C	NA
YML050W	NA
YML051W	NA
YML052W	3
YML053C	NA
YML054C	NA
YML055W	NA
YML056C	7
YML057C-A	NA
YML057W	2
YML058W	NA
YML058W-A	NA
YML059C	NA
YML060W	NA
YML061C	1
YML062C	NA
YML063W	37
YML064C	NA
YML065W	1
YML066C	NA
YML067C	2
YML068W	NA
YML069W	NA
YML070W	1
YML071C	1
YML072C	4
YML073C	52
YML074C	NA
YML075C	1
YML076C	1
YML077W	NA
YML078W	10
YML079W	NA
YML080W	1
YML081C-A	2
YML081W	1
YML082W	NA
YML083C	NA
YML084W	NA
YML085C	3
YML086C	1
YML087C	NA
YML088W	1
YML089C	NA
YML090W	NA
YML091C	1
YML092C	NA
YML093W	NA
YML094C-A	NA
YML094W	NA
YML095C	NA
YML096W	1
YML097C	1
YML098W	NA
YML099C	1
YML099W-A	NA
YML100W	2
YML101C	3
YML101C-A	NA
YML102W	NA
YML103C	NA
YML104C	NA
YML105C	2
YML106W	10
YML107C	NA
YML108W	3
YML109W	NA
YML110C	NA
YML111W	1
YML112W	1
YML113W	NA
YML114C	NA
YML115C	NA
YML116W	NA
YML116W-A	NA
YML117W	3
YML118W	NA
YML119W	1
YML120C	1
YML121W	4
YML122C	NA
YML123C	4
YML124C	2
YML125C	5
YML126C	NA
YML127W	NA
YML128C	2
YML129C	NA
YML130C	3
YML131W	NA
YML132W	NA
YML133C	NA
YMR001C	1
YMR002W	1
YMR003W	NA
YMR004W	1
YMR005W	NA
YMR006C	1
YMR007W	NA
YMR008C	3
YMR009W	NA
YMR010W	NA
YMR011W	23
YMR012W	1
YMR013C	1
YMR013W-A	NA
YMR014W	1
YMR015C	NA
YMR016C	NA
YMR017W	NA
YMR018W	NA
YMR019W	NA
YMR020W	6
YMR021C	NA
YMR022W	4
YMR023C	NA
YMR024W	NA
YMR025W	NA
YMR026C	NA
YMR027W	2
YMR028W	1
YMR029C	NA
YMR030W	NA
YMR031C	3
YMR031W-A	NA
YMR032W	NA
YMR033W	2
YMR034C	NA
YMR035W	NA
YMR036C	NA
YMR037C	1
YMR038C	1
YMR039C	6
YMR040W	NA
YMR041C	NA
YMR042W	NA
YMR043W	1
YMR044W	NA
YMR045C	NA
YMR046C	NA
YMR046W-A	NA
YMR047C	NA
YMR048W	NA
YMR049C	2
YMR050C	NA
YMR051C	NA
YMR052C-A	NA
YMR052W	NA
YMR053C	NA
YMR054W	NA
YMR055C	1
YMR056C	NA
YMR057C	NA
YMR058W	3
YMR059W	1
YMR060C	NA
YMR061W	1
YMR062C	NA
YMR063W	NA
YMR064W	NA
YMR065W	NA
YMR066W	1
YMR067C	NA
YMR068W	NA
YMR069W	NA
YMR070W	NA
YMR071C	NA
YMR072W	NA
YMR073C	1
YMR074C	NA
YMR075C-A	NA
YMR075W	NA
YMR076C	NA
YMR077C	NA
YMR078C	NA
YMR079W	8
YMR080C	NA
YMR081C	1
YMR082C	NA
YMR083W	22
YMR084W	NA
YMR085W	NA
YMR086C-A	1
YMR086W	NA
YMR087W	NA
YMR088C	NA
YMR089C	NA
YMR090W	NA
YMR091C	NA
YMR092C	1
YMR093W	NA
YMR094W	NA
YMR095C	NA
YMR096W	NA
YMR097C	1
YMR098C	NA
YMR099C	1
YMR100W	1
YMR101C	NA
YMR102C	2
YMR103C	4
YMR104C	1
YMR105C	NA
YMR106C	NA
YMR107W	NA
YMR108W	2
YMR109W	1
YMR110C	1
YMR111C	1
YMR112C	NA
YMR113W	NA
YMR114C	NA
YMR115W	5
YMR117C	NA
YMR118C	NA
YMR119W	NA
YMR119W-A	NA
YMR120C	14
YMR121C	1
YMR122C	NA
YMR122W-A	NA
YMR123W	NA
YMR124W	2
YMR125W	NA
YMR126C	1
YMR127C	NA
YMR128W	NA
YMR129W	NA
YMR130W	NA
YMR131C	2
YMR132C	NA
YMR133W	NA
YMR134W	NA
YMR135C	1
YMR135W-A	NA
YMR136W	NA
YMR137C	NA
YMR138W	NA
YMR139W	NA
YMR140W	NA
YMR141C	NA
YMR142C	NA
YMR143W	53
YMR144W	NA
YMR145C	5
YMR146C	4
YMR147W	NA
YMR148W	NA
YMR149W	9
YMR150C	2
YMR151W	NA
YMR152W	NA
YMR153C-A	NA
YMR153W	1
YMR154C	NA
YMR155W	NA
YMR156C	NA
YMR157C	NA
YMR158C-B	NA
YMR158W	NA
YMR158W-A	NA
YMR159C	NA
YMR160W	1
YMR161W	1
YMR162C	1
YMR163C	NA
YMR164C	NA
YMR165C	2
YMR166C	NA
YMR167W	NA
YMR168C	NA
YMR169C	NA
YMR170C	NA
YMR171C	2
YMR172C-A	NA
YMR172W	NA
YMR173W	NA
YMR173W-A	NA
YMR174C	NA
YMR175W	NA
YMR176W	NA
YMR177W	NA
YMR178W	1
YMR179W	NA
YMR180C	NA
YMR181C	1
YMR182C	NA
YMR183C	5
YMR184W	NA
YMR185W	NA
YMR187C	NA
YMR188C	2
YMR189W	1
YMR190C	NA
YMR191W	2
YMR192W	1
YMR193C-A	NA
YMR193W	NA
YMR194C-A	NA
YMR194W	31
YMR195W	2
YMR196W	NA
YMR197C	4
YMR198W	NA
YMR199W	NA
YMR200W	1
YMR201C	2
YMR202W	38
YMR203W	1
YMR204C	NA
YMR205C	4
YMR206W	NA
YMR207C	NA
YMR208W	1
YMR209C	NA
YMR210W	NA
YMR211W	1
YMR212C	1
YMR213W	NA
YMR214W	NA
YMR215W	2
YMR216C	NA
YMR217W	9
YMR218C	1
YMR219W	NA
YMR220W	NA
YMR221C	NA
YMR222C	1
YMR223W	NA
YMR224C	1
YMR225C	2
YMR226C	3
YMR227C	NA
YMR228W	NA
YMR229C	NA
YMR230W	1
YMR231W	1
YMR232W	NA
YMR233W	NA
YMR234W	NA
YMR235C	5
YMR236W	NA
YMR237W	NA
YMR238W	4
YMR239C	2
YMR240C	1
YMR241W	4
YMR242C	31
YMR243C	6
YMR244C-A	NA
YMR244W	NA
YMR245W	NA
YMR246W	2
YMR247C	NA
YMR250W	1
YMR251W	3
YMR251W-A	NA
YMR252C	2
YMR253C	1
YMR254C	NA
YMR255W	3
YMR256C	NA
YMR257C	NA
YMR258C	3
YMR259C	NA
YMR260C	NA
YMR261C	4
YMR262W	NA
YMR263W	NA
YMR264W	2
YMR265C	NA
YMR266W	2
YMR267W	1
YMR268C	NA
YMR269W	NA
YMR270C	NA
YMR271C	1
YMR272C	4
YMR273C	1
YMR274C	1
YMR275C	NA
YMR276W	NA
YMR277W	NA
YMR278W	1
YMR279C	NA
YMR280C	NA
YMR281W	NA
YMR282C	NA
YMR283C	1
YMR284W	NA
YMR285C	NA
YMR286W	NA
YMR287C	1
YMR288W	NA
YMR289W	1
YMR290C	1
YMR290W-A	NA
YMR291W	1
YMR292W	2
YMR293C	NA
YMR294W	NA
YMR294W-A	1
YMR295C	3
YMR297W	5
YMR298W	3
YMR299C	2
YMR300C	NA
YMR301C	1
YMR302C	2
YMR304C-A	NA
YMR304W	NA
YMR305C	13
YMR306C-A	NA
YMR306W	NA
YMR307W	21
YMR308C	NA
YMR309C	2
YMR310C	NA
YMR311C	2
YMR312W	2
YMR313C	2
YMR314W	2
YMR315W	9
YMR316C-A	NA
YMR316C-B	NA
YMR316W	6
YMR317W	NA
YMR318C	11
YMR319C	NA
YMR320W	NA
YMR321C	NA
YMR322C	NA
YMR323W	NA
YMR324C	NA
YMR325W	NA
YMR326C	NA
YNL001W	2
YNL002C	1
YNL003C	NA
YNL004W	1
YNL005C	1
YNL006W	2
YNL007C	2
YNL008C	1
YNL009W	NA
YNL010W	5
YNL011C	NA
YNL012W	NA
YNL013C	NA
YNL014W	NA
YNL015W	NA
YNL016W	14
YNL017C	NA
